year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,DC,549300FGXN1K3HLB1R50,,695,469,District of Columbia:469,405,43,21,0,0,86.35,9.17,4.48,yes
2025,DC,549300CF8MP6S7MZV277,,544,451,District of Columbia:451,429,6,16,0,0,95.12,1.33,3.55,yes
2025,DC,7H6GLXDRUGQFU57RNE97,,459,307,District of Columbia:307,304,1,2,0,0,99.02,0.33,0.65,yes
2025,DC,5493003GQDUH26DNNH17,,786,297,District of Columbia:297,264,0,33,0,0,88.89,0.0,11.11,yes
2025,DC,E57ODZWZ7FF32TWEFA76,,417,281,District of Columbia:281,280,0,1,0,0,99.64,0.0,0.36,yes
2025,DC,549300GPO6DWUZR4UY30,,359,280,District of Columbia:280,243,20,17,0,0,86.79,7.14,6.07,yes
2025,DC,B4TYDEB6GKMZO031MB27,,546,249,District of Columbia:249,247,2,0,0,0,99.2,0.8,0.0,yes
2025,DC,JJKC32MCHWDI71265Z06,,529,240,District of Columbia:240,236,0,4,0,0,98.33,0.0,1.67,yes
2025,DC,HIDXEG9BLUJZKBGUT764,,287,220,District of Columbia:220,220,0,0,0,0,100.0,0.0,0.0,yes
2025,DC,AD6GFRVSDT01YPT1CS68,,467,211,District of Columbia:211,209,1,1,0,0,99.05,0.47,0.47,yes
2025,DC,5493005PKOSG7MYX0B34,,268,210,District of Columbia:210,183,5,22,0,0,87.14,2.38,10.48,yes
2025,DC,549300HW662MN1WU8550,,327,198,District of Columbia:198,122,39,37,0,0,61.62,19.7,18.69,yes
2025,DC,549300U3721PJGQZYY68,,320,182,District of Columbia:182,162,3,17,0,0,89.01,1.65,9.34,yes
2025,DC,WWB2V0FCW3A0EE3ZJN75,,281,172,District of Columbia:172,161,6,5,0,0,93.6,3.49,2.91,yes
2025,DC,54930095UWUUXAWASB02,,195,148,District of Columbia:148,134,4,10,0,0,90.54,2.7,6.76,yes
2025,DC,54930044OSTKOJMHF287,,185,145,District of Columbia:145,118,26,1,0,0,81.38,17.93,0.69,yes
