lei,institution_name_hmda,nmls_id,our_lender_slug,legal_name,match_confidence,match_method,new_hampshire_originations,florida_originations,total_originations,priority_match,notes
549300U3721PJGQZYY68,Nationstar Mortgage LLC,2104,mr-cooper,Nationstar Mortgage LLC,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,418,3204,418,high,reuse_prior_state_curated_lei map for NH activity (418 NH originations); slug=mr-cooper.
549300DD5QQUHO6PCH70,"Movement Mortgage, LLC",39179,movement-mortgage-myrtle-beach,Movement Mortgage — Myrtle Beach,high,reuse_prior_state_curated_lei+curated_lei+directory_name,380,5506,380,high,reuse_prior_state_curated_lei map for NH activity (380 NH originations); slug=movement-mortgage-myrtle-beach.
RVDPPPGHCGZ40J4VQ731,Fairway Independent Mortgage Corporation,2909,fairway-mortgage-augusta-sheppard,Fairway Independent Mortgage — Augusta (Sheppard Team),high,reuse_prior_state_curated_lei+curated_lei+directory_name,370,9704,370,high,reuse_prior_state_curated_lei map for NH activity (370 NH originations); slug=fairway-mortgage-augusta-sheppard.
549300VMVKSQE1B7DD43,The Camden National Bank,486887,camden-national-bank,Camden National Bank,high,reuse_prior_state_curated_lei+ne_curated+ne_curated_gleif+public_nmls,344,0,344,high,reuse_prior_state_curated_lei map for NH activity (344 NH originations); slug=camden-national-bank.
5493003GQDUH26DNNH17,Navy Federal Credit Union,399807,navy-federal-jacksonville,Navy Federal Credit Union (Jacksonville Area),high,reuse_prior_state_curated_lei+curated_lei+directory_name,342,8416,342,high,reuse_prior_state_curated_lei map for NH activity (342 NH originations); slug=navy-federal-jacksonville.
WWB2V0FCW3A0EE3ZJN75,Manufacturers and Traders Trust Company,381076,mt-bank,Manufacturers and Traders Trust Company (M&T Bank),high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_curated_lei+nj_curated+nj_curated_gleif+public_nmls,331,0,331,high,reuse_prior_state_curated_lei map for NH activity (331 NH originations); slug=mt-bank.
549300DD4R4SYK5RAQ92,"Cardinal Financial Company, Limited Partnership",66247,cardinal-financial,"Cardinal Financial Company, Limited Partnership",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,330,4122,330,high,reuse_prior_state_curated_lei map for NH activity (330 NH originations); slug=cardinal-financial.
549300VJQJVZKJBDWS17,"TOTAL MORTGAGE SERVICES, LLC",2764,total-mortgage-services,"Total Mortgage Services, LLC",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,320,0,320,high,reuse_prior_state_curated_lei map for NH activity (320 NH originations); slug=total-mortgage-services.
549300LBCBNR1OT00651,NATIONSTAR MORTGAGE LLC,2104,mr-cooper,Nationstar Mortgage LLC,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,318,3546,318,high,reuse_prior_state_curated_lei map for NH activity (318 NH originations); slug=mr-cooper.
549300DAUXQ2DCY4H838,"HARBORONE MORTGAGE, LLC",2561,harborone-mortgage,"HarborOne Mortgage, LLC",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,317,0,317,high,reuse_prior_state_curated_lei map for NH activity (317 NH originations); slug=harborone-mortgage.
549300LYRWPSYPK6S325,Guild Mortgage Company LLC,3274,guild-mortgage-metrowest,Guild Mortgage (West Valley Branches),high,reuse_prior_state_curated_lei+curated_lei+directory_name,316,5374,316,high,reuse_prior_state_curated_lei map for NH activity (316 NH originations); slug=guild-mortgage-metrowest.
549300FNXYY540N23N64,Newrez LLC,2289,newrez,Newrez LLC,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,301,5643,301,high,reuse_prior_state_curated_lei map for NH activity (301 NH originations); slug=newrez.
X8V2II80XTQHRH7NCB19,Eastern Bank,451827,eastern-bank,Eastern Bank,high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,294,0,294,high,reuse_prior_state_curated_lei map for NH activity (294 NH originations); slug=eastern-bank.
549300JEBULFT3BSU682,Bangor Savings Bank,449200,bangor-savings-bank,Bangor Savings Bank,high,reuse_prior_state_curated_lei+ne_curated+ne_curated_gleif+public_nmls,277,0,277,high,reuse_prior_state_curated_lei map for NH activity (277 NH originations); slug=bangor-savings-bank.
549300FK3AFCFVAPH234,"Leader Bank, National Association",449250,leader-bank,"Leader Bank, National Association",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,248,0,248,high,reuse_prior_state_curated_lei map for NH activity (248 NH originations); slug=leader-bank.
549300JI0UWY4QIWDV89,"NORTHPOINT MORTGAGE, INC.",1515,northpoint-mortgage,"Northpoint Mortgage, Inc.",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,248,0,248,high,reuse_prior_state_curated_lei map for NH activity (248 NH originations); slug=northpoint-mortgage.
549300E2UX99HKDBR481,"Broker Solutions, Inc.",6606,new-american-funding,"Broker Solutions, Inc.",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,226,3881,226,high,reuse_prior_state_curated_lei map for NH activity (226 NH originations); slug=new-american-funding.
549300F8C5JA44WNMI75,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,338923,anniemac-home-mortgage,American Neighborhood Mortgage Acceptance Company LLC (dba AnnieMac),high,reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,221,0,221,high,reuse_prior_state_curated_lei map for NH activity (221 NH originations); slug=anniemac-home-mortgage.
7H6GLXDRUGQFU57RNE97,"JPMorgan Chase Bank, National Association",399798,jpmorgan-chase-bank,"JPMorgan Chase Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,184,6131,184,medium,reuse_prior_state_curated_lei map for NH activity (184 NH originations); slug=jpmorgan-chase-bank.
549300PIL8LFAQ04XC20,Better Mortgage Corporation,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,181,2675,181,medium,reuse_prior_state_curated_lei map for NH activity (181 NH originations); slug=better-mortgage.
549300YIQ7S7Z8PIHE53,AMERISAVE MORTGAGE CORPORATION,1168,amerisave,AmeriSave Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,170,1667,170,medium,reuse_prior_state_curated_lei map for NH activity (170 NH originations); slug=amerisave.
549300NOCASXPA34X033,"LAKEVIEW LOAN SERVICING, LLC",4095,lakeview-loan-servicing,"Lakeview Loan Servicing, LLC",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,141,1488,141,medium,reuse_prior_state_curated_lei map for NH activity (141 NH originations); slug=lakeview-loan-servicing.
213800QUAI2VH5YM6310,"EMBRACE HOME LOANS, INC.",2184,embrace-home-loans,"Embrace Home Loans, Inc.",high,reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,133,0,133,medium,reuse_prior_state_curated_lei map for NH activity (133 NH originations); slug=embrace-home-loans.
549300121SF0K2LN2804,"PRIMELENDING, A PLAINSCAPITAL COMPANY",1921,primelending-columbus,PrimeLending — Columbus Team,high,reuse_prior_state_curated_lei+gleif_name_to_directory,132,931,132,medium,reuse_prior_state_curated_lei map for NH activity (132 NH originations); slug=primelending-columbus.
549300OPCWU6E72WUT29,"MUTUAL OF OMAHA MORTGAGE, INC.",1025894,mutual-of-omaha-mortgage,"Mutual of Omaha Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,131,0,131,medium,reuse_prior_state_curated_lei map for NH activity (131 NH originations); slug=mutual-of-omaha-mortgage.
6BYL5QZYBDK8S7L73M02,U.S. Bank National Association,402216,us-bank,U.S. Bank National Association,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,115,2279,115,medium,reuse_prior_state_curated_lei map for NH activity (115 NH originations); slug=us-bank.
549300XWUSRVVOHPRY47,Academy Mortgage Corporation,3113,academy-mortgage,Academy Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,114,2938,114,medium,reuse_prior_state_curated_lei map for NH activity (114 NH originations); slug=academy-mortgage.
549300H8H31LPYGJEW50,"SALEM FIVE MORTGAGE COMPANY, LLC",4662,salem-five-mortgage,"Salem Five Mortgage Company, LLC",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,105,0,105,medium,reuse_prior_state_curated_lei map for NH activity (105 NH originations); slug=salem-five-mortgage.
254900MSO8KVQ05D2J27,Workers Federal Credit Union,472618,workers-credit-union,Workers Credit Union (Workers Federal Credit Union),high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,103,0,103,medium,reuse_prior_state_curated_lei map for NH activity (103 NH originations); slug=workers-credit-union.
54930001NSTOD85LT125,"GUARANTEED RATE AFFINITY, LLC",1598647,guaranteed-rate-affinity,"Guaranteed Rate Affinity, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_curated_lei+sc_curated+sc_curated_gleif+public_nmls,95,0,95,medium,reuse_prior_state_curated_lei map for NH activity (95 NH originations); slug=guaranteed-rate-affinity.
54930054ET8KM4O1D485,"SOFI BANK, NATIONAL ASSOCIATION",1121636,sofi-bank,"SoFi Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,92,1042,92,medium,reuse_prior_state_curated_lei map for NH activity (92 NH originations); slug=sofi-bank.
TKT6FH38184ZYBTPKS77,Rockland Trust Company,401447,rockland-trust,Rockland Trust Company,high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,86,0,86,medium,reuse_prior_state_curated_lei map for NH activity (86 NH originations); slug=rockland-trust.
KB1H1DSPRFMYMCUFXT09,"Wells Fargo Bank, National Association",399801,wells-fargo-bank,"Wells Fargo Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,84,2670,84,medium,reuse_prior_state_curated_lei map for NH activity (84 NH originations); slug=wells-fargo-bank.
549300R9S3MVDV4MGF56,"CARRINGTON MORTGAGE SERVICES, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_alt_lei+company_nmls,76,0,76,medium,reuse_prior_state_curated_lei map for NH activity (76 NH originations); slug=carrington-mortgage.
5493009BOQDC6PCFR785,"NBT Bank, National Association",500501,nbt-bank,"NBT Bank, National Association",high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,74,0,74,medium,reuse_prior_state_curated_lei map for NH activity (74 NH originations); slug=nbt-bank.
549300GCEUZLVML1J263,RADIUS FINANCIAL GROUP INC.,1846,radius-financial-group,Radius Financial Group Inc.,high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,71,0,71,medium,reuse_prior_state_curated_lei map for NH activity (71 NH originations); slug=radius-financial-group.
5493001WHVQBGRSWEU75,"HOMEBRIDGE FINANCIAL SERVICES, INC.",6521,homebridge-financial,"Homebridge Financial Services, Inc.",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,69,2433,69,medium,reuse_prior_state_curated_lei map for NH activity (69 NH originations); slug=homebridge-financial.
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,68,1004,68,medium,reuse_prior_state_curated_lei map for NH activity (68 NH originations); slug=better-mortgage.
5493008CPTDVOS570626,"Primary Residential Mortgage, Inc.",3094,primary-residential-mortgage,Primary Residential Mortgage (Aaron Swenson Branch),high,reuse_prior_state_curated_lei+curated_lei+directory_name,67,3765,67,medium,reuse_prior_state_curated_lei map for NH activity (67 NH originations); slug=primary-residential-mortgage.
AD6GFRVSDT01YPT1CS68,"PNC Bank, National Association",446038,pnc-bank,"PNC Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,67,3475,67,medium,reuse_prior_state_curated_lei map for NH activity (67 NH originations); slug=pnc-bank.
C5654JQHZUHN0772B561,USAA Federal Savings Bank,399809,usaa-federal-savings-bank,USAA Federal Savings Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,65,825,65,medium,reuse_prior_state_curated_lei map for NH activity (65 NH originations); slug=usaa-federal-savings-bank.
549300XQVJ1XBNFA5536,21ST MORTGAGE CORPORATION,2280,21st-mortgage,21st Mortgage Corporation,medium,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,47,2098,47,medium,reuse_prior_state_curated_lei map for NH activity (47 NH originations); slug=21st-mortgage.
549300RN01LBYR8ZVX74,"LOWER, LLC",1124061,lower,"Lower, LLC",high,reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls,44,0,44,medium,reuse_prior_state_curated_lei map for NH activity (44 NH originations); slug=lower.
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.,1904,union-home-mortgage-reeves-team,Union Home Mortgage Corp.,high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+company_nmls+ga_directory,40,0,40,medium,reuse_prior_state_curated_lei map for NH activity (40 NH originations); slug=union-home-mortgage-reeves-team.
549300SUCQ1358EGVE89,"NEW DAY FINANCIAL, LLC",1043,new-day-financial,"New Day Financial, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+sc_curated+sc_curated_gleif+public_nmls,35,0,35,medium,reuse_prior_state_curated_lei map for NH activity (35 NH originations); slug=new-day-financial.
549300MZ8VZJOVC63092,"KIND LENDING, LLC",3925,kind-lending,"Kind Lending, LLC",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,33,0,33,medium,reuse_prior_state_curated_lei map for NH activity (33 NH originations); slug=kind-lending.
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION,401822,penfed-dc-mid-city,Pentagon Federal Credit Union,high,reuse_prior_state_curated_lei+gleif_name_to_directory,31,972,31,medium,reuse_prior_state_curated_lei map for NH activity (31 NH originations); slug=penfed-dc-mid-city.
254900DTLHVWQ7NP7R34,"CMG Mortgage, Inc.",2458338,cmg-home-loans-dennis-vo,CMG Home Loans (Dennis Vo Team),high,reuse_prior_state_curated_lei+curated_lei+directory_name,28,4627,28,medium,reuse_prior_state_curated_lei map for NH activity (28 NH originations); slug=cmg-home-loans-dennis-vo.
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.",2113,plaza-home-mortgage,"Plaza Home Mortgage, Inc.",high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,26,0,26,medium,reuse_prior_state_curated_lei map for NH activity (26 NH originations); slug=plaza-home-mortgage.
549300SK2GVCQXPD4S58,"SUN WEST MORTGAGE COMPANY, INC.",3277,sun-west-mortgage,"Sun West Mortgage Company, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,24,0,24,medium,reuse_prior_state_curated_lei map for NH activity (24 NH originations); slug=sun-west-mortgage.
549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORPORATION,1850,american-pacific-mortgage-inland-empire,American Pacific Mortgage (Inland Empire),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,23,1750,23,medium,reuse_prior_state_curated_lei map for NH activity (23 NH originations); slug=american-pacific-mortgage-inland-empire.
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC",17022,planet-home-lending,"Planet Home Lending, LLC",high,reuse_prior_state_curated_lei+ga_curated_gleif+public_nmls,23,0,23,medium,reuse_prior_state_curated_lei map for NH activity (23 NH originations); slug=planet-home-lending.
549300FHGNOLF14HHS09,Cambridge Savings Bank,543370,cambridge-savings-bank,Cambridge Savings Bank,high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,23,0,23,medium,reuse_prior_state_curated_lei map for NH activity (23 NH originations); slug=cambridge-savings-bank.
254900ZFWS2106HWPH46,"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.",75243,prmg,Paramount Residential Mortgage Group (PRMG),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,21,3741,21,medium,reuse_prior_state_curated_lei map for NH activity (21 NH originations); slug=prmg.
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC",1027871,zillow-home-loans,"Zillow Home Loans, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,20,0,20,medium,reuse_prior_state_curated_lei map for NH activity (20 NH originations); slug=zillow-home-loans.
E57ODZWZ7FF32TWEFA76,"Citibank, National Association",412915,citibank,"Citibank, National Association",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,20,0,20,medium,reuse_prior_state_curated_lei map for NH activity (20 NH originations); slug=citibank.
549300SYR11CYON0JE74,"BAYCOAST MORTGAGE COMPANY, LLC",1082048,baycoast-mortgage,"BayCoast Mortgage Company, LLC",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,17,0,17,medium,reuse_prior_state_curated_lei map for NH activity (17 NH originations); slug=baycoast-mortgage.
54930052M48FOD3CWA54,"PRIMARY RESIDENTIAL MORTGAGE, INC.",3094,primary-residential-mortgage,"Primary Residential Mortgage, Inc.",high,reuse_prior_state_curated_lei+ne_curated+ne_curated_gleif+public_nmls,17,0,17,medium,reuse_prior_state_curated_lei map for NH activity (17 NH originations); slug=primary-residential-mortgage.
5493008NWHQT1R22C024,"AMERICAN FINANCIAL NETWORK, INC.",237341,american-financial-network,"American Financial Network, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,15,0,15,medium,reuse_prior_state_curated_lei map for NH activity (15 NH originations); slug=american-financial-network.
JJKC32MCHWDI71265Z06,Truist Bank,405457,truist-bank,Truist Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,13,6117,13,medium,reuse_prior_state_curated_lei map for NH activity (13 NH originations); slug=truist-bank.
549300MCIFZSDHUT8X63,"NFM, INC.",2893,nfm-lending,"NFM, Inc. (dba NFM Lending)",high,reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,13,0,13,medium,reuse_prior_state_curated_lei map for NH activity (13 NH originations); slug=nfm-lending.
549300LLKEKXL2RM1F61,CONTOUR MORTGAGE CORPORATION,34384,contour-mortgage,Contour Mortgage Corporation,high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,12,0,12,medium,reuse_prior_state_curated_lei map for NH activity (12 NH originations); slug=contour-mortgage.
549300O6Z0I6KYMESL47,AMWEST FUNDING CORP.,167441,amwest-funding,AmWest Funding Corp.,high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,11,0,11,medium,reuse_prior_state_curated_lei map for NH activity (11 NH originations); slug=amwest-funding.
2WHM8VNJH63UN14OL754,The Huntington National Bank,402436,huntington-national-bank,The Huntington National Bank,high,reuse_prior_state_curated_lei+pa_curated+gleif+huntington_nmls,11,0,11,medium,reuse_prior_state_curated_lei map for NH activity (11 NH originations); slug=huntington-national-bank.
254900HA4DQWAE0W3342,"AMERIHOME MORTGAGE COMPANY, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+ga_curated_alt_lei+company_nmls,10,0,10,medium,reuse_prior_state_curated_lei map for NH activity (10 NH originations); slug=amerihome-mortgage.
SS1TRMSN6BRNMOREEV51,"Flagstar Bank, National Association",399797,flagstar-bank,"Flagstar Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,9,737,9,medium,reuse_prior_state_curated_lei map for NH activity (9 NH originations); slug=flagstar-bank.
5493005PKOSG7MYX0B34,"Prosperity Home Mortgage, LLC",75164,prosperity-home-mortgage,"Prosperity Home Mortgage, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+nj_curated+nj_curated_gleif+public_nmls,8,0,8,medium,reuse_prior_state_curated_lei map for NH activity (8 NH originations); slug=prosperity-home-mortgage.
549300T3F9S1MKFKHC53,HOMESTEAD FUNDING CORP.,3232,homestead-funding,Homestead Funding Corp.,high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,6,0,6,medium,reuse_prior_state_curated_lei map for NH activity (6 NH originations); slug=homestead-funding.
549300DE8TS4EYTPX729,"AFFORDABLE MORTGAGE ADVISORS, LLC",139164,hma-mortgage,"Affordable Mortgage Advisors, LLC dba HMA Mortgage",high,reuse_prior_state_curated_lei+pa_curated+gleif+hma_mortgage_nmls,6,0,6,medium,reuse_prior_state_curated_lei map for NH activity (6 NH originations); slug=hma-mortgage.
549300KWXO8FUM7L0E14,Liberty Bank,459028,liberty-bank,Liberty Bank,high,ct_nh_curated+ct_nh_curated_gleif+public_nmls,6,0,6,medium,ct_nh_curated map for NH activity (6 NH originations); slug=liberty-bank.
L9VVX1KT5TFTKS0MLF66,First-Citizens Bank & Trust Company,503941,first-citizens-bank,First-Citizens Bank & Trust Company,high,reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls,5,0,5,medium,reuse_prior_state_curated_lei map for NH activity (5 NH originations); slug=first-citizens-bank.
549300HKYBSATM44Q425,"The Washington Trust Company, of Westerly",901927,washington-trust-mortgage,The Washington Trust Company / Washington Trust Mortgage Company LLC,high,reuse_prior_state_curated_lei+ne_curated+ne_curated_gleif+public_nmls,5,0,5,medium,reuse_prior_state_curated_lei map for NH activity (5 NH originations); slug=washington-trust-mortgage.
254900F9ZTVTX763V835,"Advisors Mortgage Group, L.L.C.",33041,advisors-mortgage-group,"Advisors Mortgage Group, L.L.C.",high,reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,4,0,4,medium,reuse_prior_state_curated_lei map for NH activity (4 NH originations); slug=advisors-mortgage-group.
5493005JPZ3LXXMB0S24,"Carrington Mortgage Services, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,3,2916,3,medium,reuse_prior_state_curated_lei map for NH activity (3 NH originations); slug=carrington-mortgage.
549300CLRXFVF83ZL806,"NATIONWIDE MORTGAGE BANKERS, INC.",819382,nationwide-mortgage-bankers,"Nationwide Mortgage Bankers, Inc. (NMB / NMBNOW)",high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,3,0,3,medium,reuse_prior_state_curated_lei map for NH activity (3 NH originations); slug=nationwide-mortgage-bankers.
5493000NZZZU3GFIYL71,Needham Bank,2141744,needham-bank,Needham Bank,high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,3,0,3,medium,reuse_prior_state_curated_lei map for NH activity (3 NH originations); slug=needham-bank.
QFROUN1UWUYU0DVIWD51,"Eagle Home Mortgage, LLC",2925,eagle-home-mortgage,"Eagle Home Mortgage, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,2,3553,2,medium,reuse_prior_state_curated_lei map for NH activity (2 NH originations); slug=eagle-home-mortgage.
5493002N5168AC238149,"OceanFirst Bank, National Association",409701,oceanfirst-bank,"OceanFirst Bank, National Association",high,reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,2,0,2,medium,reuse_prior_state_curated_lei map for NH activity (2 NH originations); slug=oceanfirst-bank.
5493007XQ02VMXYJYJ21,The Cape Cod Five Cents Savings Bank,401717,cape-cod-five,The Cape Cod Five Cents Savings Bank,high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,2,0,2,medium,reuse_prior_state_curated_lei map for NH activity (2 NH originations); slug=cape-cod-five.
8I3UVGYULPJQIP7FQV10,"SouthState Bank, National Association",405461,southstate-bank,"SouthState Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,1,2616,1,medium,reuse_prior_state_curated_lei map for NH activity (1 NH originations); slug=southstate-bank.
