lei,institution_name_hmda,nmls_id,our_lender_slug,legal_name,match_confidence,match_method,minnesota_originations,florida_originations,total_originations,priority_match,notes
549300FNXYY540N23N64,Newrez LLC,2289,newrez,Newrez LLC,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,1057,5643,1057,high,reuse_prior_state_curated_lei map for MN activity (1057 MN originations); slug=newrez.
549300XWUSRVVOHPRY47,Academy Mortgage Corporation,3113,academy-mortgage,Academy Mortgage Corporation,high,wi_mn_curated+wi_mn_gleif+public_nmls,915,0,915,high,wi_mn_curated map for MN activity (915 MN originations); slug=academy-mortgage.
549300AQ3T62GXDU7D76,GUILD MORTGAGE COMPANY LLC,3274,guild-mortgage-metrowest,Guild Mortgage Company LLC,high,wi_mn_curated+wi_mn_gleif_reidentify+public_nmls,801,0,801,high,wi_mn_curated map for MN activity (801 MN originations); slug=guild-mortgage-metrowest.
549300LBCBNR1OT00651,NATIONSTAR MORTGAGE LLC,2104,mr-cooper,Nationstar Mortgage LLC (Mr. Cooper),high,wi_mn_curated+wi_mn_gleif_reidentify+public_nmls,795,0,795,high,wi_mn_curated map for MN activity (795 MN originations); slug=mr-cooper.
549300LYRWPSYPK6S325,FREEDOM MORTGAGE CORPORATION,2767,freedom-mortgage,Freedom Mortgage Corporation,high,wi_mn_curated+wi_mn_gleif_reidentify+public_nmls,765,0,765,high,wi_mn_curated map for MN activity (765 MN originations); slug=freedom-mortgage.
549300GKFNPRWNS0GF29,"AmeriHome Mortgage Company, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,735,4388,735,high,reuse_prior_state_curated_lei map for MN activity (735 MN originations); slug=amerihome-mortgage.
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.",2113,plaza-home-mortgage,"Plaza Home Mortgage, Inc.",high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,713,0,713,high,reuse_prior_state_curated_lei map for MN activity (713 MN originations); slug=plaza-home-mortgage.
54930001NSTOD85LT125,"GUARANTEED RATE AFFINITY, LLC",1598647,guaranteed-rate-affinity,"Guaranteed Rate Affinity, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_curated_lei+sc_curated+sc_curated_gleif+public_nmls,709,0,709,high,reuse_prior_state_curated_lei map for MN activity (709 MN originations); slug=guaranteed-rate-affinity.
549300OPCWU6E72WUT29,"MUTUAL OF OMAHA MORTGAGE, INC.",1025894,mutual-of-omaha-mortgage,"Mutual of Omaha Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,670,0,670,high,reuse_prior_state_curated_lei map for MN activity (670 MN originations); slug=mutual-of-omaha-mortgage.
5493001SXWZ4OFP8Z903,"CrossCountry Mortgage, LLC",3029,crosscountry-mortgage-metrowest,CrossCountry Mortgage (West Valley),high,reuse_prior_state_curated_lei+curated_lei+directory_name,658,11582,658,high,reuse_prior_state_curated_lei map for MN activity (658 MN originations); slug=crosscountry-mortgage-metrowest.
7H6GLXDRUGQFU57RNE97,"JPMorgan Chase Bank, National Association",399798,jpmorgan-chase-bank,"JPMorgan Chase Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,624,6131,624,high,reuse_prior_state_curated_lei map for MN activity (624 MN originations); slug=jpmorgan-chase-bank.
549300A0SVCQJPHVGV20,ALTRA Federal Credit Union,,altra-federal-credit-union,Altra Federal Credit Union,high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,599,0,599,high,wi_mn_curated map for MN activity (599 MN originations); slug=altra-federal-credit-union.
ZF85QS7OXKPBG52R7N18,"Associated Bank, National Association",,associated-bank,"Associated Bank, National Association",high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,553,0,553,high,wi_mn_curated map for MN activity (553 MN originations); slug=associated-bank.
B4TYDEB6GKMZO031MB27,"Guaranteed Rate, Inc.",2611,guaranteed-rate,"Guaranteed Rate, Inc.",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,533,7938,533,high,reuse_prior_state_curated_lei map for MN activity (533 MN originations); slug=guaranteed-rate.
549300DD4R4SYK5RAQ92,"Cardinal Financial Company, Limited Partnership",66247,cardinal-financial,"Cardinal Financial Company, Limited Partnership",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,497,4122,497,medium,reuse_prior_state_curated_lei map for MN activity (497 MN originations); slug=cardinal-financial.
254900ZFWS2106HWPH46,"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.",75243,prmg,Paramount Residential Mortgage Group (PRMG),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,489,3741,489,medium,reuse_prior_state_curated_lei map for MN activity (489 MN originations); slug=prmg.
3Y4U8VZURTYWI1W2K376,BMO Bank National Association,401052,bmo-bank,BMO Bank National Association,high,wi_mn_curated+wi_mn_gleif+public_nmls,487,0,487,medium,wi_mn_curated map for MN activity (487 MN originations); slug=bmo-bank.
5493003GQDUH26DNNH17,Navy Federal Credit Union,399807,navy-federal-jacksonville,Navy Federal Credit Union (Jacksonville Area),high,reuse_prior_state_curated_lei+curated_lei+directory_name,465,8416,465,medium,reuse_prior_state_curated_lei map for MN activity (465 MN originations); slug=navy-federal-jacksonville.
5493004WMLN60ZJ2ON46,"Paramount Residential Mortgage Group, Inc.",75243,prmg,Paramount Residential Mortgage Group (PRMG),high,reuse_prior_state_curated_lei+curated_lei+directory_name,434,4200,434,medium,reuse_prior_state_curated_lei map for MN activity (434 MN originations); slug=prmg.
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.,1904,union-home-mortgage-reeves-team,Union Home Mortgage Corp.,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+company_nmls+ga_directory,423,0,423,medium,reuse_prior_state_curated_lei map for MN activity (423 MN originations); slug=union-home-mortgage-reeves-team.
549300121SF0K2LN2804,"PRIMELENDING, A PLAINSCAPITAL COMPANY",1921,primelending-columbus,PrimeLending — Columbus Team,high,reuse_prior_state_curated_lei+gleif_name_to_directory,418,931,418,medium,reuse_prior_state_curated_lei map for MN activity (418 MN originations); slug=primelending-columbus.
549300PIL8LFAQ04XC20,Better Mortgage Corporation,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,384,2675,384,medium,reuse_prior_state_curated_lei map for MN activity (384 MN originations); slug=better-mortgage.
549300RN01LBYR8ZVX74,"LOWER, LLC",1124061,lower,"Lower, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls,377,0,377,medium,reuse_prior_state_curated_lei map for MN activity (377 MN originations); slug=lower.
54930054ET8KM4O1D485,"SOFI BANK, NATIONAL ASSOCIATION",1121636,sofi-bank,"SoFi Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,328,1042,328,medium,reuse_prior_state_curated_lei map for MN activity (328 MN originations); slug=sofi-bank.
549300F8C5JA44WNMI75,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,338923,anniemac-home-mortgage,American Neighborhood Mortgage Acceptance Company LLC (dba AnnieMac),high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,325,0,325,medium,reuse_prior_state_curated_lei map for MN activity (325 MN originations); slug=anniemac-home-mortgage.
549300MZ8VZJOVC63092,"KIND LENDING, LLC",3925,kind-lending,"Kind Lending, LLC",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,304,0,304,medium,reuse_prior_state_curated_lei map for MN activity (304 MN originations); slug=kind-lending.
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC",1027871,zillow-home-loans,"Zillow Home Loans, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,282,0,282,medium,reuse_prior_state_curated_lei map for MN activity (282 MN originations); slug=zillow-home-loans.
549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORPORATION,1850,american-pacific-mortgage-inland-empire,American Pacific Mortgage (Inland Empire),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,261,1750,261,medium,reuse_prior_state_curated_lei map for MN activity (261 MN originations); slug=american-pacific-mortgage-inland-empire.
549300XQVJ1XBNFA5536,21ST MORTGAGE CORPORATION,2280,21st-mortgage,21st Mortgage Corporation,medium,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,244,2098,244,medium,reuse_prior_state_curated_lei map for MN activity (244 MN originations); slug=21st-mortgage.
C398JSK21YCXWM603F55,"Barrington Bank & Trust Company, National Association",449042,wintrust-mortgage,Barrington Bank & Trust / Wintrust Mortgage,high,wi_mn_curated+wi_mn_reuse_wintrust_family+public_nmls,237,0,237,medium,wi_mn_curated map for MN activity (237 MN originations); slug=wintrust-mortgage.
254900DTLHVWQ7NP7R34,"CMG Mortgage, Inc.",2458338,cmg-home-loans-dennis-vo,CMG Home Loans (Dennis Vo Team),high,reuse_prior_state_curated_lei+curated_lei+directory_name,198,4627,198,medium,reuse_prior_state_curated_lei map for MN activity (198 MN originations); slug=cmg-home-loans-dennis-vo.
C5654JQHZUHN0772B561,USAA Federal Savings Bank,399809,usaa-federal-savings-bank,USAA Federal Savings Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,194,825,194,medium,reuse_prior_state_curated_lei map for MN activity (194 MN originations); slug=usaa-federal-savings-bank.
DRMSV1Q0EKMEXLAU1P80,"Citizens Bank, National Association",433960,citizens-bank,"Citizens Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,189,2297,189,medium,reuse_prior_state_curated_lei map for MN activity (189 MN originations); slug=citizens-bank.
549300YIQ7S7Z8PIHE53,AMERISAVE MORTGAGE CORPORATION,1168,amerisave,AmeriSave Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,188,1667,188,medium,reuse_prior_state_curated_lei map for MN activity (188 MN originations); slug=amerisave.
549300NOCASXPA34X033,"LAKEVIEW LOAN SERVICING, LLC",4095,lakeview-loan-servicing,"Lakeview Loan Servicing, LLC",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,176,1488,176,medium,reuse_prior_state_curated_lei map for MN activity (176 MN originations); slug=lakeview-loan-servicing.
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC",17022,planet-home-lending,"Planet Home Lending, LLC",high,reuse_prior_state_curated_lei+ga_curated_gleif+public_nmls,169,0,169,medium,reuse_prior_state_curated_lei map for MN activity (169 MN originations); slug=planet-home-lending.
549300R9S3MVDV4MGF56,"CARRINGTON MORTGAGE SERVICES, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_alt_lei+company_nmls,161,0,161,medium,reuse_prior_state_curated_lei map for MN activity (161 MN originations); slug=carrington-mortgage.
AD6GFRVSDT01YPT1CS68,"PNC Bank, National Association",446038,pnc-bank,"PNC Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,156,3475,156,medium,reuse_prior_state_curated_lei map for MN activity (156 MN originations); slug=pnc-bank.
5493001GDRY0EL7VG372,"ARK-LA-TEX FINANCIAL SERVICES, LLC.",2143,benchmark-mortgage,"Ark-La-Tex Financial Services, LLC dba Benchmark Mortgage",high,reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+public_nmls,141,0,141,medium,reuse_prior_state_curated_lei map for MN activity (141 MN originations); slug=benchmark-mortgage.
549300QIUZLVR1OLDH55,Genisys Credit Union,409008,genisys-credit-union,Genisys Credit Union,high,reuse_prior_state_curated_lei+mi_in_curated+mi_in_curated_gleif+public_nmls,136,0,136,medium,reuse_prior_state_curated_lei map for MN activity (136 MN originations); slug=genisys-credit-union.
SS1TRMSN6BRNMOREEV51,"Flagstar Bank, National Association",399797,flagstar-bank,"Flagstar Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,135,737,135,medium,reuse_prior_state_curated_lei map for MN activity (135 MN originations); slug=flagstar-bank.
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,130,1004,130,medium,reuse_prior_state_curated_lei map for MN activity (130 MN originations); slug=better-mortgage.
549300SUCQ1358EGVE89,"NEW DAY FINANCIAL, LLC",1043,new-day-financial,"New Day Financial, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+sc_curated+sc_curated_gleif+public_nmls,120,0,120,medium,reuse_prior_state_curated_lei map for MN activity (120 MN originations); slug=new-day-financial.
54930052M48FOD3CWA54,"PRIMARY RESIDENTIAL MORTGAGE, INC.",3094,primary-residential-mortgage,"Primary Residential Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+ne_curated+ne_curated_gleif+public_nmls,101,0,101,medium,reuse_prior_state_curated_lei map for MN activity (101 MN originations); slug=primary-residential-mortgage.
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION,401822,penfed-dc-mid-city,Pentagon Federal Credit Union,high,reuse_prior_state_curated_lei+gleif_name_to_directory,82,972,82,medium,reuse_prior_state_curated_lei map for MN activity (82 MN originations); slug=penfed-dc-mid-city.
5493008CPTDVOS570626,"Primary Residential Mortgage, Inc.",3094,prmi-aaron-swenson,Primary Residential Mortgage (Aaron Swenson Branch),high,reuse_prior_state_curated_lei+curated_lei+directory_name,79,3765,79,medium,reuse_prior_state_curated_lei map for MN activity (79 MN originations); slug=prmi-aaron-swenson.
549300SK2GVCQXPD4S58,"SUN WEST MORTGAGE COMPANY, INC.",3277,sun-west-mortgage,"Sun West Mortgage Company, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,66,0,66,medium,reuse_prior_state_curated_lei map for MN activity (66 MN originations); slug=sun-west-mortgage.
254900HA4DQWAE0W3342,"AMERIHOME MORTGAGE COMPANY, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+ga_curated_alt_lei+company_nmls,65,0,65,medium,reuse_prior_state_curated_lei map for MN activity (65 MN originations); slug=amerihome-mortgage.
5493008NWHQT1R22C024,"AMERICAN FINANCIAL NETWORK, INC.",237341,american-financial-network,"American Financial Network, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,64,0,64,medium,reuse_prior_state_curated_lei map for MN activity (64 MN originations); slug=american-financial-network.
5493001WHVQBGRSWEU75,"HOMEBRIDGE FINANCIAL SERVICES, INC.",6521,homebridge-financial,"Homebridge Financial Services, Inc.",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,62,2433,62,medium,reuse_prior_state_curated_lei map for MN activity (62 MN originations); slug=homebridge-financial.
549300ALNLUNS3Y53T24,AMERICAN FINANCING CORPORATION,182334,american-financing,American Financing Corporation,high,reuse_prior_state_curated_lei+co_curated+co_curated_gleif+public_nmls,61,0,61,medium,reuse_prior_state_curated_lei map for MN activity (61 MN originations); slug=american-financing.
254900X6OAHFW6BUT219,WESTCONSIN CREDIT UNION,,westconsin-credit-union,Westconsin Credit Union,high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,61,0,61,medium,wi_mn_curated map for MN activity (61 MN originations); slug=westconsin-credit-union.
254900CN1DD55MJDFH69,University Of Wisconsin Credit Union,,university-of-wisconsin-credit-union,UW Credit Union,high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,56,0,56,medium,wi_mn_curated map for MN activity (56 MN originations); slug=university-of-wisconsin-credit-union.
JJKC32MCHWDI71265Z06,Truist Bank,405457,truist-bank,Truist Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,48,6117,48,medium,reuse_prior_state_curated_lei map for MN activity (48 MN originations); slug=truist-bank.
549300748YYU6VG08N83,"Loan Simple, Inc.",3032,loan-simple,"Loan Simple, Inc.",high,reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+public_nmls,33,0,33,medium,reuse_prior_state_curated_lei map for MN activity (33 MN originations); slug=loan-simple.
549300T3F9S1MKFKHC53,HOMESTEAD FUNDING CORP.,3232,homestead-funding,Homestead Funding Corp.,high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,31,0,31,medium,reuse_prior_state_curated_lei map for MN activity (31 MN originations); slug=homestead-funding.
38CFVD4YYFWD1FV7IM34,Nicolet National Bank,,nicolet-national-bank,Nicolet National Bank,high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,29,0,29,medium,wi_mn_curated map for MN activity (29 MN originations); slug=nicolet-national-bank.
E57ODZWZ7FF32TWEFA76,"Citibank, National Association",412915,citibank,"Citibank, National Association",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,28,0,28,medium,reuse_prior_state_curated_lei map for MN activity (28 MN originations); slug=citibank.
549300W4FT4H1UWPGU95,GREENSTATE Credit Union,1495,greenstate-credit-union,GreenState Credit Union,high,reuse_prior_state_curated_lei+il_oh_curated+il_oh_curated_gleif+public_nmls,27,0,27,medium,reuse_prior_state_curated_lei map for MN activity (27 MN originations); slug=greenstate-credit-union.
549300O6Z0I6KYMESL47,AMWEST FUNDING CORP.,167441,amwest-funding,AmWest Funding Corp.,high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,24,0,24,medium,reuse_prior_state_curated_lei map for MN activity (24 MN originations); slug=amwest-funding.
WWB2V0FCW3A0EE3ZJN75,Manufacturers and Traders Trust Company,381076,mt-bank,Manufacturers and Traders Trust Company (M&T Bank),high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_curated_lei+nj_curated+nj_curated_gleif+public_nmls,22,0,22,medium,reuse_prior_state_curated_lei map for MN activity (22 MN originations); slug=mt-bank.
549300PC4MFWQBNVKG88,"V.I.P. MORTGAGE, INC.",145502,vip-mortgage,"V.I.P. Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+co_curated+co_curated_gleif+public_nmls,19,0,19,medium,reuse_prior_state_curated_lei map for MN activity (19 MN originations); slug=vip-mortgage.
EQTWLK1G7ODGC2MGLV11,Regions Bank,467341,regions-bank,Regions Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,16,5826,16,medium,reuse_prior_state_curated_lei map for MN activity (16 MN originations); slug=regions-bank.
549300FK3AFCFVAPH234,"Leader Bank, National Association",449250,leader-bank,"Leader Bank, National Association",high,reuse_prior_state_curated_lei+ma_curated+ma_curated_gleif+public_nmls,16,0,16,medium,reuse_prior_state_curated_lei map for MN activity (16 MN originations); slug=leader-bank.
IWRZQFYIRJ0IMURZBB68,Johnson Bank,,johnson-bank,Johnson Bank,high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,16,0,16,medium,wi_mn_curated map for MN activity (16 MN originations); slug=johnson-bank.
254900NTAC4H10MGSU23,Summit Credit Union,,summit-credit-union,Summit Credit Union,high,wi_mn_curated+wi_mn_deepen_gleif+lei_identity,14,0,14,medium,wi_mn_curated map for MN activity (14 MN originations); slug=summit-credit-union.
549300XED7IBK9VVQH70,"PIKE CREEK MORTGAGE SERVICES, INC.",130829,pike-creek-mortgage,"Pike Creek Mortgage Services, Inc.",high,reuse_prior_state_curated_lei+de_dc_curated+de_dc_curated_gleif+public_nmls,13,0,13,medium,reuse_prior_state_curated_lei map for MN activity (13 MN originations); slug=pike-creek-mortgage.
QFROUN1UWUYU0DVIWD51,"Eagle Home Mortgage, LLC",2925,eagle-home-mortgage,"Eagle Home Mortgage, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+curated_lei_public_nmls,11,3553,11,medium,reuse_prior_state_curated_lei map for MN activity (11 MN originations); slug=eagle-home-mortgage.
549300MCIFZSDHUT8X63,"NFM, INC.",2893,nfm-lending,"NFM, Inc. (dba NFM Lending)",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,10,0,10,medium,reuse_prior_state_curated_lei map for MN activity (10 MN originations); slug=nfm-lending.
IUGPUX5LWRZ3B6KIZ697,Ameris Bank,405455,ameris-bank,Ameris Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,10,1846,10,medium,reuse_prior_state_curated_lei map for MN activity (10 MN originations); slug=ameris-bank.
5493002GI63WHHUTUD85,"KEYSTONE FUNDING, INC.",144760,keystone-funding,"Keystone Funding, Inc.",high,reuse_prior_state_curated_lei+de_dc_curated+de_dc_curated_gleif+public_nmls,6,0,6,medium,reuse_prior_state_curated_lei map for MN activity (6 MN originations); slug=keystone-funding.
