lei,institution_name_hmda,nmls_id,our_lender_slug,legal_name,match_confidence,match_method,south_carolina_originations,florida_originations,total_originations,priority_match,notes
5493000YNV8IX4VD3X12,"VANDERBILT MORTGAGE AND FINANCE, INC.",1561,silverton-mortgage-myrtle-beach,"Vanderbilt Mortgage and Finance, Inc. (dba Silverton Mortgage)",high,sc_curated+sc_curated_gleif+public_nmls+silverton_dba,2449,0,2449,high,sc_curated map for SC activity (2449 SC originations); slug=silverton-mortgage-myrtle-beach.
549300DD5QQUHO6PCH70,"Movement Mortgage, LLC",39179,movement-mortgage-myrtle-beach,Movement Mortgage — Myrtle Beach,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,2333,5506,2333,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (2333 SC originations); slug=movement-mortgage-myrtle-beach.
549300VZVN841I2ILS84,Freedom Mortgage Corporation,2767,freedom-mortgage,Freedom Mortgage Corporation,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,2233,11987,2233,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (2233 SC originations); slug=freedom-mortgage.
RVDPPPGHCGZ40J4VQ731,Fairway Independent Mortgage Corporation,2909,fairway-mortgage-augusta-sheppard,Fairway Independent Mortgage — Augusta (Sheppard Team),high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,2199,9704,2199,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (2199 SC originations); slug=fairway-mortgage-augusta-sheppard.
JJKC32MCHWDI71265Z06,Truist Bank,405457,truist-bank,Truist Bank,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,2178,6117,2178,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (2178 SC originations); slug=truist-bank.
549300LYRWPSYPK6S325,Guild Mortgage Company LLC,3274,guild-mortgage-grand-strand,Guild Mortgage (West Valley Branches),high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,2168,5374,2168,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (2168 SC originations); slug=guild-mortgage-grand-strand.
B4TYDEB6GKMZO031MB27,"Guaranteed Rate, Inc.",2611,guaranteed-rate,"Guaranteed Rate, Inc.",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,2119,7938,2119,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (2119 SC originations); slug=guaranteed-rate.
IUGPUX5LWRZ3B6KIZ697,Ameris Bank,405455,ameris-bank,Ameris Bank,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1857,1846,1857,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1857 SC originations); slug=ameris-bank.
549300121SF0K2LN2804,"PRIMELENDING, A PLAINSCAPITAL COMPANY",1921,primelending-greenville,PrimeLending — Columbus Team,high,reuse_fl_tx_ga_ca_nc_curated_lei+gleif_name_to_directory,1561,931,1561,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1561 SC originations); slug=primelending-greenville.
549300KBWX4NV5Q1E376,"NVR Mortgage Finance, Inc.",1127,nvr-mortgage,"NVR Mortgage Finance, Inc.",high,sc_curated+sc_curated_gleif+public_nmls,1514,0,1514,high,sc_curated map for SC activity (1514 SC originations); slug=nvr-mortgage.
549300RN01LBYR8ZVX74,"LOWER, LLC",1124061,lower,"Lower, LLC",high,sc_curated+sc_curated_gleif+public_nmls,1492,0,1492,high,sc_curated map for SC activity (1492 SC originations); slug=lower.
549300EM8ID8J7F8OM55,"First Heritage Mortgage, LLC",86548,first-heritage-mortgage,"First Heritage Mortgage, LLC",high,sc_curated+sc_curated_gleif+public_nmls,1380,0,1380,high,sc_curated map for SC activity (1380 SC originations); slug=first-heritage-mortgage.
549300FNXYY540N23N64,Newrez LLC,2289,newrez,Newrez LLC,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1334,5643,1334,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1334 SC originations); slug=newrez.
549300MGPZBLQDIL7538,"PrimeLending, a PlainsCapital Company",1921,primelending-greenville,PrimeLending — Columbus Team,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,1326,3153,1326,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1326 SC originations); slug=primelending-greenville.
549300GKFNPRWNS0GF29,"AmeriHome Mortgage Company, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1264,4388,1264,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1264 SC originations); slug=amerihome-mortgage.
549300LBCBNR1OT00651,NATIONSTAR MORTGAGE LLC,2104,mr-cooper,Nationstar Mortgage LLC,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1255,3546,1255,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1255 SC originations); slug=mr-cooper.
549300XQVJ1XBNFA5536,21ST MORTGAGE CORPORATION,2280,21st-mortgage,21st Mortgage Corporation,medium,reuse_fl_tx_ga_ca_nc_curated_lei+curated_public_nmls+directory_profile,1207,2098,1207,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1207 SC originations); slug=21st-mortgage.
5493004WMLN60ZJ2ON46,"Paramount Residential Mortgage Group, Inc.",75243,prmg,Paramount Residential Mortgage Group (PRMG),high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,1148,4200,1148,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1148 SC originations); slug=prmg.
03D0JEWFDFUS0SEEKG89,"TD Bank, National Association",481428,td-bank,"TD Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1143,2722,1143,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1143 SC originations); slug=td-bank.
549300U3721PJGQZYY68,Nationstar Mortgage LLC,2104,mr-cooper,Nationstar Mortgage LLC,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1134,3204,1134,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1134 SC originations); slug=mr-cooper.
7H6GLXDRUGQFU57RNE97,"JPMorgan Chase Bank, National Association",399798,jpmorgan-chase-bank,"JPMorgan Chase Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,1041,6131,1041,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (1041 SC originations); slug=jpmorgan-chase-bank.
549300PP6R8WIOP60124,Southern First Bank,754127,southern-first-bank,Southern First Bank,high,sc_curated+sc_curated_gleif+public_nmls,1030,0,1030,high,sc_curated map for SC activity (1030 SC originations); slug=southern-first-bank.
KB1H1DSPRFMYMCUFXT09,"Wells Fargo Bank, National Association",399801,wells-fargo-bank,"Wells Fargo Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,982,2670,982,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (982 SC originations); slug=wells-fargo-bank.
549300RWXUAFD1WAE410,"ATLANTIC BAY MORTGAGE GROUP, L.L.C.",72043,atlantic-bay-mortgage-charleston,"Atlantic Bay Mortgage Group, L.L.C.",high,sc_curated+sc_curated_gleif+public_nmls+sc_directory,955,0,955,high,sc_curated map for SC activity (955 SC originations); slug=atlantic-bay-mortgage-charleston.
549300E2UX99HKDBR481,"Broker Solutions, Inc.",6606,new-american-funding,"Broker Solutions, Inc.",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,933,3881,933,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (933 SC originations); slug=new-american-funding.
T68X8LLAQYRNDV034K14,United Community Bank,421841,united-community-bank,United Community Bank,high,sc_curated+sc_curated_gleif+public_nmls,924,0,924,high,sc_curated map for SC activity (924 SC originations); slug=united-community-bank.
QFROUN1UWUYU0DVIWD51,"Eagle Home Mortgage, LLC",2925,eagle-home-mortgage,"Eagle Home Mortgage, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,863,3553,863,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (863 SC originations); slug=eagle-home-mortgage.
5493005JPZ3LXXMB0S24,"Carrington Mortgage Services, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,805,2916,805,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (805 SC originations); slug=carrington-mortgage.
549300PIL8LFAQ04XC20,Better Mortgage Corporation,330511,better-mortgage,Better Mortgage Corporation,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,687,2675,687,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (687 SC originations); slug=better-mortgage.
549300YIQ7S7Z8PIHE53,AMERISAVE MORTGAGE CORPORATION,1168,amerisave,AmeriSave Mortgage Corporation,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,673,1667,673,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (673 SC originations); slug=amerisave.
549300OPCWU6E72WUT29,"MUTUAL OF OMAHA MORTGAGE, INC.",1025894,mutual-of-omaha-mortgage,"Mutual of Omaha Mortgage, Inc.",high,reuse_fl_tx_ga_ca_nc_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,672,0,672,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (672 SC originations); slug=mutual-of-omaha-mortgage.
254900DTLHVWQ7NP7R34,"CMG Mortgage, Inc.",2458338,cmg-home-loans-dennis-vo,CMG Home Loans (Dennis Vo Team),high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,669,4627,669,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (669 SC originations); slug=cmg-home-loans-dennis-vo.
54930034MNPILHP25H80,Gateway First Bank,7233,gateway-mortgage-myrtle-beach,Gateway First Bank,high,sc_curated+sc_curated_gleif+public_nmls+sc_directory,653,0,653,high,sc_curated map for SC activity (653 SC originations); slug=gateway-mortgage-myrtle-beach.
AD6GFRVSDT01YPT1CS68,"PNC Bank, National Association",446038,pnc-bank,"PNC Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,624,3475,624,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (624 SC originations); slug=pnc-bank.
EQTWLK1G7ODGC2MGLV11,Regions Bank,467341,regions-bank,Regions Bank,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,604,5826,604,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (604 SC originations); slug=regions-bank.
DRMSV1Q0EKMEXLAU1P80,"Citizens Bank, National Association",433960,citizens-bank,"Citizens Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,603,2297,603,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (603 SC originations); slug=citizens-bank.
549300JA1J2RX1MKI366,"CAROLINA ONE MORTGAGE, LLC",1086435,carolina-one-mortgage,"Carolina One Mortgage, LLC",high,sc_curated+sc_curated_gleif+public_nmls+sc_directory,566,0,566,high,sc_curated map for SC activity (566 SC originations); slug=carolina-one-mortgage.
5493008NWHQT1R22C024,"AMERICAN FINANCIAL NETWORK, INC.",237341,american-financial-network,"American Financial Network, Inc.",high,reuse_fl_tx_ga_ca_nc_curated_lei+ca_curated+ca_curated_gleif+public_nmls,484,0,484,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (484 SC originations); slug=american-financial-network.
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.,1904,union-home-mortgage-myrtle-beach,Union Home Mortgage Corp.,high,reuse_fl_tx_ga_ca_nc_curated_lei+reuse_fl_tx_ga_ca_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+company_nmls+ga_directory,478,0,478,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (478 SC originations); slug=union-home-mortgage-myrtle-beach.
549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORPORATION,1850,american-pacific-mortgage-inland-empire,American Pacific Mortgage (Inland Empire),medium,reuse_fl_tx_ga_ca_nc_curated_lei+gleif_name_to_directory,464,1750,464,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (464 SC originations); slug=american-pacific-mortgage-inland-empire.
DX0JX77PRMOELF7VG772,Synovus Bank,480004,synovus-bank,Synovus Bank,high,reuse_fl_tx_ga_ca_nc_curated_lei+ga_curated_gleif+public_nmls,458,0,458,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (458 SC originations); slug=synovus-bank.
549300NOCASXPA34X033,"LAKEVIEW LOAN SERVICING, LLC",4095,lakeview-loan-servicing,"Lakeview Loan Servicing, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_public_nmls+directory_profile,446,1488,446,high,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (446 SC originations); slug=lakeview-loan-servicing.
549300OQMU3ID8QA6M46,VELOCIO MORTGAGE L.L.C.,,velocio-mortgage,Velocio Mortgage L.L.C.,high,regional_quality_gleif+directory_slug,428,0,428,medium,regional_quality map for SC activity (428 SC originations); slug=velocio-mortgage.
54930001NSTOD85LT125,"GUARANTEED RATE AFFINITY, LLC",1598647,guaranteed-rate-affinity,"Guaranteed Rate Affinity, LLC",high,sc_curated+sc_curated_gleif+public_nmls,396,0,396,medium,sc_curated map for SC activity (396 SC originations); slug=guaranteed-rate-affinity.
549300VCMRO4ST680C11,VILLAGE CAPITAL & INVESTMENT LLC,,village-capital,Village Capital & Investment LLC,high,regional_quality_gleif+directory_slug,382,0,382,medium,regional_quality map for SC activity (382 SC originations); slug=village-capital.
549300CB67L6KPJLHE19,"TRIAD FINANCIAL SERVICES, INC.",,triad-financial-services,"Triad Financial Services, Inc.",high,regional_quality_gleif+directory_slug,363,0,363,medium,regional_quality map for SC activity (363 SC originations); slug=triad-financial-services.
549300R9S3MVDV4MGF56,"CARRINGTON MORTGAGE SERVICES, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_alt_lei+company_nmls,354,0,354,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (354 SC originations); slug=carrington-mortgage.
54930054ET8KM4O1D485,"SOFI BANK, NATIONAL ASSOCIATION",1121636,sofi-bank,"SoFi Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,345,1042,345,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (345 SC originations); slug=sofi-bank.
C5654JQHZUHN0772B561,USAA Federal Savings Bank,399809,usaa-federal-savings-bank,USAA Federal Savings Bank,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,332,825,332,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (332 SC originations); slug=usaa-federal-savings-bank.
549300SUCQ1358EGVE89,"NEW DAY FINANCIAL, LLC",1043,new-day-financial,"New Day Financial, LLC",high,sc_curated+sc_curated_gleif+public_nmls,330,0,330,medium,sc_curated map for SC activity (330 SC originations); slug=new-day-financial.
549300K4ZLGS7SRDTL86,Equity Prime Mortgage LLC,,equity-prime-mortgage,Equity Prime Mortgage LLC,high,regional_quality_gleif+directory_slug,315,0,315,medium,regional_quality map for SC activity (315 SC originations); slug=equity-prime-mortgage.
6BYL5QZYBDK8S7L73M02,U.S. Bank National Association,402216,us-bank,U.S. Bank National Association,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,301,2279,301,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (301 SC originations); slug=us-bank.
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC",1027871,zillow-home-loans,"Zillow Home Loans, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,296,0,296,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (296 SC originations); slug=zillow-home-loans.
549300MZ8VZJOVC63092,"KIND LENDING, LLC",3925,kind-lending,"Kind Lending, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+ca_curated+ca_curated_gleif+public_nmls,290,0,290,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (290 SC originations); slug=kind-lending.
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC",17022,planet-home-lending,"Planet Home Lending, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+ga_curated_gleif+public_nmls,285,0,285,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (285 SC originations); slug=planet-home-lending.
5493008CPTDVOS570626,"Primary Residential Mortgage, Inc.",3094,prmi-aaron-swenson,Primary Residential Mortgage (Aaron Swenson Branch),high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei+directory_name,243,3765,243,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (243 SC originations); slug=prmi-aaron-swenson.
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,330511,better-mortgage,Better Mortgage Corporation,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,234,1004,234,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (234 SC originations); slug=better-mortgage.
254900ZFWS2106HWPH46,"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.",75243,prmg,Paramount Residential Mortgage Group (PRMG),medium,reuse_fl_tx_ga_ca_nc_curated_lei+gleif_name_to_directory,230,3741,230,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (230 SC originations); slug=prmg.
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION,401822,penfed-dc-mid-city,Pentagon Federal Credit Union,high,reuse_fl_tx_ga_ca_nc_curated_lei+gleif_name_to_directory,219,972,219,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (219 SC originations); slug=penfed-dc-mid-city.
549300YN94MOAVYW0F52,"GoodLeap, LLC",,goodleap,"GoodLeap, LLC",high,regional_quality_gleif+directory_slug,213,0,213,medium,regional_quality map for SC activity (213 SC originations); slug=goodleap.
5493001WHVQBGRSWEU75,"HOMEBRIDGE FINANCIAL SERVICES, INC.",6521,homebridge-financial,"Homebridge Financial Services, Inc.",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_public_nmls+directory_profile,187,2433,187,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (187 SC originations); slug=homebridge-financial.
SS1TRMSN6BRNMOREEV51,"Flagstar Bank, National Association",399797,flagstar-bank,"Flagstar Bank, National Association",high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,171,737,171,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (171 SC originations); slug=flagstar-bank.
254900HA4DQWAE0W3342,"AMERIHOME MORTGAGE COMPANY, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_fl_tx_ga_ca_nc_curated_lei+ga_curated_alt_lei+company_nmls,169,0,169,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (169 SC originations); slug=amerihome-mortgage.
549300UI36AJZ0WZ4U93,"TAYLOR MORRISON HOME FUNDING, INC.",,taylor-morrison-home-funding,"Taylor Morrison Home Funding, Inc.",high,regional_quality_gleif+directory_slug,162,0,162,medium,regional_quality map for SC activity (162 SC originations); slug=taylor-morrison-home-funding.
5493007VW2EU20PZYU97,INSPIRE HOME LOANS INC.,,inspire-home-loans,Inspire Home Loans Inc.,high,regional_quality_gleif+directory_slug,155,0,155,medium,regional_quality map for SC activity (155 SC originations); slug=inspire-home-loans.
54930049L5WINET09Q97,"CLICK N' CLOSE, INC.",,click-n-close,"Click N' Close, Inc.",high,regional_quality_gleif+directory_slug,149,0,149,medium,regional_quality map for SC activity (149 SC originations); slug=click-n-close.
549300SK2GVCQXPD4S58,"SUN WEST MORTGAGE COMPANY, INC.",3277,sun-west-mortgage,"Sun West Mortgage Company, Inc.",high,reuse_fl_tx_ga_ca_nc_curated_lei+ca_curated+ca_curated_gleif+public_nmls,145,0,145,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (145 SC originations); slug=sun-west-mortgage.
549300ZWNETGFXTBBY03,"CANOPY MORTGAGE, LLC",,canopy-mortgage,"Canopy Mortgage, LLC",high,regional_quality_gleif+directory_slug,129,0,129,medium,regional_quality map for SC activity (129 SC originations); slug=canopy-mortgage.
54930059GZZ7G4G40O53,Primis Mortgage Company,1894879,primis-mortgage,Primis Mortgage Company,high,regional_quality_gleif+public_nmls,117,0,117,medium,regional_quality map for SC activity (117 SC originations); slug=primis-mortgage.
COOWI3L2W9TPYR3WJX37,First Horizon Bank,405456,first-horizon-bank,First Horizon Bank,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,108,1045,108,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (108 SC originations); slug=first-horizon-bank.
549300XWUSRVVOHPRY47,Academy Mortgage Corporation,3113,academy-mortgage,Academy Mortgage Corporation,high,reuse_fl_tx_ga_ca_nc_curated_lei+curated_lei_public_nmls,97,2938,97,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (97 SC originations); slug=academy-mortgage.
5493002QI2ILHHZH8D20,"KBHS HOME LOANS, LLC",,kbhs-home-loans,"KBHS Home Loans, LLC",high,regional_quality_gleif+directory_slug,96,0,96,medium,regional_quality map for SC activity (96 SC originations); slug=kbhs-home-loans.
549300QKL5FUBZ8LSF50,"NATIONS DIRECT MORTGAGE, LLC",,nations-direct-mortgage,"Nations Direct Mortgage, LLC",high,regional_quality_gleif+directory_slug,88,0,88,medium,regional_quality map for SC activity (88 SC originations); slug=nations-direct-mortgage.
549300O6Z0I6KYMESL47,AMWEST FUNDING CORP.,167441,amwest-funding,AmWest Funding Corp.,high,reuse_fl_tx_ga_ca_nc_curated_lei+ca_curated+ca_curated_gleif+public_nmls,72,0,72,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (72 SC originations); slug=amwest-funding.
549300T94GSH3C4U5M59,ALLIANT CREDIT UNION,197185,alliant-credit-union,Alliant Credit Union,high,regional_quality_gleif+public_nmls,55,0,55,medium,regional_quality map for SC activity (55 SC originations); slug=alliant-credit-union.
549300KHXD7JSQUZIJ22,"HIGHLANDS RESIDENTIAL MORTGAGE, LTD.",,highlands-residential-mortgage,"Highlands Residential Mortgage, Ltd.",high,regional_quality_gleif+directory_slug,52,0,52,medium,regional_quality map for SC activity (52 SC originations); slug=highlands-residential-mortgage.
254900TTZ395IC926125,"SIERRA PACIFIC MORTGAGE COMPANY, INC.",,sierra-pacific-mortgage,"Sierra Pacific Mortgage Company, Inc.",high,regional_quality_gleif+directory_slug,39,0,39,medium,regional_quality map for SC activity (39 SC originations); slug=sierra-pacific-mortgage.
549300IKNQI45EOJU155,"Capital City Home Loans, LLC",75615,capital-city-home-loans,Capital City Home Loans (Alpharetta),medium,reuse_fl_tx_ga_ca_nc_curated_lei+gleif_name_to_directory,37,599,37,medium,reuse_fl_tx_ga_ca_nc_curated_lei map for SC activity (37 SC originations); slug=capital-city-home-loans.
549300TQWW6MLVH6KY61,ALLEGACY FEDERAL CREDIT UNION,411603,allegacy-federal-credit-union,Allegacy Federal Credit Union,high,regional_quality_gleif+public_nmls,33,0,33,medium,regional_quality map for SC activity (33 SC originations); slug=allegacy-federal-credit-union.
5493008VVXQIDO1EZ460,"SUMMIT FUNDING, INC.",,summit-funding,"Summit Funding, Inc.",high,regional_quality_gleif+directory_slug,21,0,21,medium,regional_quality map for SC activity (21 SC originations); slug=summit-funding.
549300CY7WNAHKHYSJ73,"CORNERSTONE CAPITAL BANK, SSB",,cornerstone-capital-bank,"Cornerstone Capital Bank, SSB",high,regional_quality_gleif+directory_slug,13,0,13,medium,regional_quality map for SC activity (13 SC originations); slug=cornerstone-capital-bank.
549300PXL1KA5TOL2O82,"M/I FINANCIAL, LLC",,mi-financial,"M/I Financial, LLC",high,regional_quality_gleif+directory_slug,7,0,7,medium,regional_quality map for SC activity (7 SC originations); slug=mi-financial.
