year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,NY,549300FGXN1K3HLB1R50,,20355,13729,36103:1733; 36029:1156; 36059:1138; 36119:815; 36081:706,10757,2197,775,0,0,78.35,16.0,5.64,yes
2025,NY,549300HW662MN1WU8550,,14776,11157,36103:1712; 36029:1637; 36081:1299; 36059:1177; Kings:662,9115,1752,287,3,0,81.7,15.7,2.57,yes
2025,NY,DRMSV1Q0EKMEXLAU1P80,,20315,11000,36029:1259; 36103:1202; Kings:1191; 36059:1181; 36119:898,10918,68,14,0,0,99.25,0.62,0.13,yes
2025,NY,7H6GLXDRUGQFU57RNE97,,14735,9163,36081:1343; New York:1241; Kings:1195; 36103:1100; 36119:1093,9057,76,30,0,0,98.84,0.83,0.33,yes
2025,NY,WWB2V0FCW3A0EE3ZJN75,,12333,7073,36029:2140; 36103:552; 36055:496; 36067:390; 36063:348,6544,468,58,3,0,92.52,6.62,0.82,yes
2025,NY,549300KUYF5QOROM7N37,,7817,5532,36055:4148; 36069:358; 36117:317; 36051:247; 36037:182,5458,68,6,0,0,98.66,1.23,0.11,yes
2025,NY,549300VZVN841I2ILS84,,7793,5429,36103:694; 36029:648; 36119:577; 36059:405; Kings:354,4661,588,179,1,0,85.85,10.83,3.3,yes
2025,NY,254900XN7UWEWK13RO81,,5816,5094,36055:1916; 36029:1135; 36063:291; 36069:214; 36117:206,4156,695,219,24,0,81.59,13.64,4.3,yes
2025,NY,5493008RNHC5I1E3IZ56,,7432,4585,36001:1272; 36091:782; 36083:673; 36093:457; 36029:264,4585,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,03D0JEWFDFUS0SEEKG89,,9239,4324,36059:762; 36103:675; Kings:585; 36081:504; 36119:438,4321,1,2,0,0,99.93,0.02,0.05,yes
2025,NY,549300KTR1JGH3K6LU06,,9736,4085,36103:1752; 36059:1643; 36081:204; 36119:130; Kings:115,4061,24,0,0,0,99.41,0.59,0.0,yes
2025,NY,549300T3F9S1MKFKHC53,,4860,4005,36001:535; 36091:349; 36083:315; 36007:281; 36093:279,3209,626,130,40,0,80.12,15.63,3.25,yes
2025,NY,B4TYDEB6GKMZO031MB27,,10193,3897,36103:563; 36119:521; 36059:502; 36029:332; New York:325,3872,20,5,0,0,99.36,0.51,0.13,yes
2025,NY,5493005RDTT7HVODH436,,5574,3851,36019:266; 36013:265; 36029:203; 36089:184; 36065:184,3840,0,8,3,0,99.71,0.0,0.21,yes
2025,NY,E57ODZWZ7FF32TWEFA76,,7735,3687,New York:823; Kings:618; 36119:507; 36059:464; 36081:441,3681,3,3,0,0,99.84,0.08,0.08,yes
2025,NY,54930085BPQMVH9JFX69,,6638,3660,36027:1306; 36071:889; 36111:416; 36119:366; 36079:281,3652,7,0,1,0,99.78,0.19,0.0,yes
2025,NY,549300FNXYY540N23N64,,8653,3123,36103:404; 36059:335; 36119:249; 36081:216; 36085:195,2541,440,126,16,0,81.36,14.09,4.03,yes
2025,NY,549300YKTME1U7Z0UN20,,4276,3103,36067:1820; 36075:500; 36011:145; 36007:144; 36053:128,3103,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,KB1H1DSPRFMYMCUFXT09,,4975,2733,New York:665; Kings:404; 36119:362; 36059:295; 36103:276,2673,51,9,0,0,97.8,1.87,0.33,yes
2025,NY,549300AG64NHILB7ZP05,,3857,2612,36119:459; 36103:297; 36059:239; 36081:143; 36071:143,2143,364,104,1,0,82.04,13.94,3.98,yes
2025,NY,HUX2X73FUCYHUVH1BK78,,4212,2485,36029:772; 36063:194; 36055:176; 36067:161; 36001:97,2274,179,32,0,0,91.51,7.2,1.29,yes
2025,NY,549300RJW4T6MPVUPK44,,2747,2334,36001:626; 36091:388; 36083:315; 36093:271; 36067:219,2156,150,27,1,0,92.37,6.43,1.16,yes
2025,NY,5493002C1SVHOFTWF108,,3423,2316,36067:715; 36065:624; 36053:179; 36045:170; 36075:135,2101,170,39,6,0,90.72,7.34,1.68,yes
2025,NY,RVDPPPGHCGZ40J4VQ731,,4054,2278,36103:300; 36059:240; 36081:214; 36119:166; 36085:149,1430,599,249,0,0,62.77,26.29,10.93,yes
2025,NY,549300CLRXFVF83ZL806,,2913,2070,36103:890; 36059:379; 36081:228; Kings:120; 36005:97,1503,531,36,0,0,72.61,25.65,1.74,yes
2025,NY,5493009BOQDC6PCFR785,,3025,1922,36067:178; 36029:178; 36065:138; 36017:134; 36053:114,1906,15,0,1,0,99.17,0.78,0.0,yes
2025,NY,549300LLKEKXL2RM1F61,,2856,1919,36103:912; 36059:429; 36081:158; Kings:108; 36085:83,1584,257,78,0,0,82.54,13.39,4.06,yes
2025,NY,549300T7DF901BR7V258,,3641,1841,36059:1101; 36103:590; 36081:74; Kings:30; 36119:9,1841,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,549300R8VPSFM828B312,,3138,1805,36103:1456; 36059:222; 36081:58; 36119:16; Kings:13,1799,1,5,0,0,99.67,0.06,0.28,yes
2025,NY,549300GCEP3NM7A1X491,,2879,1749,36091:390; 36001:379; 36093:280; 36083:168; 36119:142,1749,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,549300VUQ4KD10YTTM53,,2138,1705,36055:1061; 36067:134; 36069:80; 36117:66; 36045:53,1484,173,44,4,0,87.04,10.15,2.58,yes
2025,NY,549300ZGZ9WQMJLEPH17,,1985,1691,36029:408; 36055:247; 36063:109; 36087:90; 36007:86,1431,185,70,5,0,84.62,10.94,4.14,yes
2025,NY,254900RUCO27MVGTO768,,3032,1687,36103:492; 36059:232; Kings:160; 36081:130; 36005:107,1687,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,5493001WHVQBGRSWEU75,,2335,1590,36103:264; 36059:217; 36081:173; 36119:160; 36071:122,1496,88,6,0,0,94.09,5.53,0.38,yes
2025,NY,549300DD4R4SYK5RAQ92,,2016,1485,36045:234; 36067:200; 36015:164; 36029:130; 36103:64,926,283,271,5,0,62.36,19.06,18.25,yes
2025,NY,5493003GQDUH26DNNH17,,3600,1476,36103:156; 36029:121; 36059:108; 36055:88; 36091:73,1073,0,403,0,0,72.7,0.0,27.3,yes
2025,NY,549300GKFNPRWNS0GF29,,2097,1410,36103:404; 36081:322; 36059:177; Kings:64; 36119:63,1133,176,39,62,0,80.35,12.48,2.77,yes
2025,NY,6BYL5QZYBDK8S7L73M02,,2627,1313,New York:253; 36119:230; 36103:180; Kings:178; 36059:123,1294,15,4,0,0,98.55,1.14,0.3,yes
2025,NY,549300121SF0K2LN2804,,1653,1278,36055:429; 36027:98; 36071:88; 36067:65; 36069:63,1038,177,53,10,0,81.22,13.85,4.15,yes
2025,NY,549300JYXTZDSPJEPI44,,2124,1222,36103:106; 36059:104; 36029:99; 36081:95; 36119:84,819,328,58,17,0,67.02,26.84,4.75,yes
2025,NY,254900Q6YS0NMCYAH669,,1592,1209,36109:303; 36067:87; 36119:86; 36037:69; 36023:67,1209,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,549300NWYTCEH9RSSW54,,2289,1182,36103:1043; 36059:119; 36119:5; 36081:4; Kings:4,1182,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,254900Q6IHGQO7INVC79,,1335,1164,36055:248; 36069:216; 36117:209; 36011:151; 36123:101,1164,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,549300U3721PJGQZYY68,,2146,1116,36087:215; Kings:100; 36103:92; 36119:87; New York:87,955,102,47,12,0,85.57,9.14,4.21,yes
2025,NY,549300BRR67NLTQSBT29,,1200,1062,36055:637; 36069:149; 36117:57; 36123:44; 36051:36,1034,25,3,0,0,97.36,2.35,0.28,yes
2025,NY,254900641GGR26VXNC67,,1479,1061,36067:245; 36077:150; 36017:124; 36025:107; 36007:50,1061,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,549300TDVGWRELEO5F50,,1855,1022,36007:526; 36107:145; 36015:64; 36067:60; 36017:48,1022,0,0,0,0,100.0,0.0,0.0,yes
2025,NY,LVR1UQE8OOCO93IHEB52,,1443,1021,36029:585; 36063:187; 36013:163; 36055:35; 36009:24,1010,7,4,0,0,98.92,0.69,0.39,yes
2025,NY,549300LBCBNR1OT00651,,1519,959,36103:118; 36029:113; 36059:74; 36055:69; 36071:43,691,193,75,0,0,72.05,20.13,7.82,yes
2025,NY,5493005ICQ3QGEIWV618,,1383,956,36103:402; 36059:213; 36081:146; Kings:59; 36005:30,683,260,13,0,0,71.44,27.2,1.36,yes
