year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,VT,549300BX448ALT10FI43,,26,9,50011:3; 50009:2; 50007:1; 50003:1; 50027:1,3,1,5,0,0,33.33,11.11,55.56,national
2025,VT,549300GCEP3NM7A1X491,,14,9,50003:8; 50021:1,9,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300JPGMCMBEJEK584,,17,9,50003:3; 50005:1; 50015:1; 50023:1; 50025:1,9,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300KTR1JGH3K6LU06,,16,9,50025:3; 50027:2; 50003:1; 50021:1; 50011:1,9,0,0,0,0,100.0,0.0,0.0,national
2025,VT,X05BVSK68TQ7YTOSNR22,,91,9,50007:3; 50021:2; 50017:1; 50001:1; 50023:1,9,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300J5W91RLNLMTL86,,10,8,50003:7; 50027:1,7,0,1,0,0,87.5,0.0,12.5,national
2025,VT,549300JEBULFT3BSU682,,13,8,50009:2; 50015:1; 50011:1; 50027:1; 50005:1,8,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300T94GSH3C4U5M59,,15,8,50027:2; 50007:2; 50015:1; 50019:1; 50003:1,7,1,0,0,0,87.5,12.5,0.0,national
2025,VT,549300UR5AOWTJJ7KZ64,,11,8,50015:4; 50025:2; 50001:1; 50021:1,8,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300VJQJVZKJBDWS17,,10,8,50025:2; 50021:2; 50003:2; 50005:1; 50011:1,8,0,0,0,0,100.0,0.0,0.0,national
2025,VT,C398JSK21YCXWM603F55,,12,8,50021:4; 50007:1; 50005:1; 50003:1; 50019:1,3,0,5,0,0,37.5,0.0,62.5,national
2025,VT,2549001SI0EMFPT39035,,8,7,50007:3; 50025:1; 50015:1; 50021:1; 50011:1,7,0,0,0,0,100.0,0.0,0.0,national
2025,VT,2549005FUF02T1IFCA22,,7,7,50025:4; 50015:2; 50021:1,7,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300ALNLUNS3Y53T24,,27,7,50019:3; 50003:2; 50007:1; 50025:1,3,4,0,0,0,42.86,57.14,0.0,national
