year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,SD,549300KJ8PAJ7E52HG32,,2280,1570,46099:701; 46083:288; 46103:134; 46035:54; 46013:47,1044,360,153,13,0,66.5,22.93,9.75,national
2025,SD,549300IQ5NY7CSJLZW53,,1320,972,46099:267; 46011:214; 46083:143; 46029:92; 46051:74,858,77,29,8,0,88.27,7.92,2.98,national
2025,SD,549300Z77WUYJM3QG591,,1389,942,46099:470; 46083:183; 46029:87; 46079:48; 46057:29,801,107,30,4,0,85.03,11.36,3.18,national
2025,SD,549300FGXN1K3HLB1R50,,1040,753,46099:156; 46103:140; 46083:53; 46081:35; 46093:33,548,119,86,0,0,72.78,15.8,11.42,national
2025,SD,549300M2Z8GR3VL0QQ74,,1221,738,46103:315; 46093:101; 46081:82; 46099:65; 46033:46,663,52,20,3,0,89.84,7.05,2.71,national
2025,SD,549300GKFNPRWNS0GF29,,910,689,46103:430; 46093:109; 46081:79; 46019:26; 46033:17,363,135,148,43,0,52.69,19.59,21.48,national
2025,SD,549300T1ONVEMLQ4B629,,690,576,46099:190; 46083:84; 46135:82; 46035:54; 46027:25,519,30,15,12,0,90.1,5.21,2.6,national
2025,SD,549300REHZOIYMHDPI61,,644,541,46099:345; 46083:148; 46125:11; 46127:5; 46087:5,491,31,13,6,0,90.76,5.73,2.4,national
2025,SD,5493002LPXKMOZNXUY90,,609,503,46099:278; 46083:148; 46135:11; 46029:6; 46127:6,397,67,34,5,0,78.93,13.32,6.76,national
2025,SD,5493007YN2BYYXCI7W64,,786,494,46065:111; 46103:65; 46099:34; 46035:32; 46081:21,424,49,5,16,0,85.83,9.92,1.01,national
2025,SD,549300UQPFB0RR8JCA42,,512,433,46013:115; 46103:47; 46029:45; 46099:44; 46037:22,364,36,21,12,0,84.06,8.31,4.85,national
2025,SD,549300HW662MN1WU8550,,563,426,46103:139; 46099:76; 46093:48; 46081:37; 46083:25,216,81,128,1,0,50.7,19.01,30.05,national
2025,SD,549300T03X096VF60C57,,613,417,46029:82; 46099:75; 46005:60; 46083:51; 46013:29,346,41,16,14,0,82.97,9.83,3.84,national
2025,SD,6BYL5QZYBDK8S7L73M02,,637,392,46099:115; 46103:66; 46083:54; 46013:43; 46035:19,339,36,11,6,0,86.48,9.18,2.81,national
2025,SD,549300MGPZBLQDIL7538,,502,375,46099:173; 46083:74; 46029:38; 46057:19; 46135:7,193,130,40,12,0,51.47,34.67,10.67,national
2025,SD,549300RFSMIRUODUVW59,,615,364,46081:68; 46099:60; 46029:30; 46103:25; 46013:20,340,15,3,6,0,93.41,4.12,0.82,national
2025,SD,549300Q76VHK6FGPX546,,394,304,46099:160; 46083:77; 46127:25; 46011:17; 46027:6,249,35,19,1,0,81.91,11.51,6.25,national
2025,SD,549300DD5QQUHO6PCH70,,593,298,46103:90; 46099:41; 46093:20; 46083:20; 46081:11,15,7,275,1,0,5.03,2.35,92.28,national
2025,SD,2138004QPZ7FMGPTU106,,313,270,46099:99; 46035:31; 46083:30; 46135:22; 46013:19,270,0,0,0,0,100.0,0.0,0.0,national
2025,SD,213800M6RMI3YBX62W88,,298,229,46099:57; 46035:33; 46135:33; 46013:28; 46083:27,183,33,8,5,0,79.91,14.41,3.49,national
2025,SD,549300INKSPQCTELMO58,,309,229,46103:144; 46093:17; 46081:17; 46047:15; 46019:12,125,61,38,5,0,54.59,26.64,16.59,national
2025,SD,254900OD9TDRYGWJ0N48,,247,189,46005:62; 46103:43; 46065:25; 46093:12; 46077:7,146,27,14,2,0,77.25,14.29,7.41,national
2025,SD,RVDPPPGHCGZ40J4VQ731,,345,187,46103:59; 46093:26; 46099:23; 46083:16; 46081:11,118,37,32,0,0,63.1,19.79,17.11,national
2025,SD,549300VZVN841I2ILS84,,239,175,46099:97; 46083:23; 46125:8; 46027:5; 46103:5,102,53,20,0,0,58.29,30.29,11.43,national
2025,SD,549300U3721PJGQZYY68,,280,173,46011:45; 46099:35; 46083:19; 46029:19; 46135:8,96,39,37,1,0,55.49,22.54,21.39,national
2025,SD,Q107R4XFOZ6F6K73C488,,196,170,46099:98; 46083:28; 46101:11; 46079:4; 46087:4,170,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300VHSPIDK7A5D559,,236,169,46099:54; 46083:28; 46079:21; 46029:11; 46135:6,121,27,15,6,0,71.6,15.98,8.88,national
2025,SD,549300LYRWPSYPK6S325,,343,162,46103:48; 46099:31; 46083:20; 46093:12; 46013:8,7,48,107,0,0,4.32,29.63,66.05,national
2025,SD,54930034MNPILHP25H80,,199,148,46103:49; 46093:48; 46081:24; 46019:20; 46033:4,96,28,18,6,0,64.86,18.92,12.16,national
2025,SD,549300FNXYY540N23N64,,347,148,46099:44; 46103:37; 46083:18; 46081:9; 46093:6,58,23,67,0,0,39.19,15.54,45.27,national
2025,SD,549300KCR7QWQQCWBG94,,183,145,46099:67; 46083:23; 46029:19; 46067:9; 46057:6,121,18,6,0,0,83.45,12.41,4.14,national
2025,SD,549300VTMXH07KUIB722,,181,140,46099:97; 46083:27; 46125:3; 46127:3; 46061:2,93,39,8,0,0,66.43,27.86,5.71,national
2025,SD,549300F8C5JA44WNMI75,,177,135,46103:85; 46093:19; 46081:15; 46033:4; 46047:4,81,26,26,2,0,60.0,19.26,19.26,national
2025,SD,KB1H1DSPRFMYMCUFXT09,,217,134,46099:41; 46083:16; 46103:11; 46029:10; 46011:7,130,0,4,0,0,97.01,0.0,2.99,national
2025,SD,254900CYWJYH3ES8BV63,,180,130,46081:51; 46103:38; 46093:20; 46019:13; 46063:5,109,10,10,1,0,83.85,7.69,7.69,national
2025,SD,2549001R6R928Y08SC30,,167,113,46103:41; 46081:28; 46047:17; 46093:10; 46019:10,89,16,8,0,0,78.76,14.16,7.08,national
2025,SD,5493003GQDUH26DNNH17,,191,104,46103:27; 46099:17; 46083:11; 46081:7; 46011:6,57,0,47,0,0,54.81,0.0,45.19,national
2025,SD,549300LBCBNR1OT00651,,131,93,46103:23; 46099:18; 46083:10; 46093:6; 46027:5,76,7,10,0,0,81.72,7.53,10.75,national
2025,SD,5493006JISETNI0GLE61,,143,91,46029:10; 46013:6; 46125:5; 46135:5; 46099:5,91,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300MZ8VZJOVC63092,,126,89,46103:54; 46093:19; 46099:5; 46081:4; 46047:2,32,21,34,2,0,35.96,23.6,38.2,national
2025,SD,DRMSV1Q0EKMEXLAU1P80,,143,81,46099:31; 46083:15; 46103:9; 46127:7; 46093:4,75,1,5,0,0,92.59,1.23,6.17,national
2025,SD,549300KIOYNU323LVJ37,,102,79,46103:51; 46093:12; 46081:3; 46099:2; 46135:2,43,16,15,5,0,54.43,20.25,18.99,national
2025,SD,549300AG64NHILB7ZP05,,164,76,46103:11; 46099:11; 46083:8; 46081:7; 46135:5,45,19,12,0,0,59.21,25.0,15.79,national
2025,SD,549300MVYX1L50756117,,113,74,46099:44; 46083:10; 46027:9; 46127:3; 46135:2,74,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300YIQ7S7Z8PIHE53,,239,62,46103:9; 46093:7; 46099:5; 46083:5; 46013:4,43,16,3,0,0,69.35,25.81,4.84,national
2025,SD,254900UL88QFG0E40516,,146,59,46099:12; 46103:8; 46083:6; 46029:3; 46065:3,59,0,0,0,0,100.0,0.0,0.0,national
2025,SD,98450068WC14506F0D88,,100,58,46103:44; 46093:7; 46033:4; 46081:3,56,0,2,0,0,96.55,0.0,3.45,national
2025,SD,25490034470BYC1MSE16,,60,55,46125:27; 46087:7; 46135:6; 46067:3; 46083:3,55,0,0,0,0,100.0,0.0,0.0,national
2025,SD,LDVFX8JEECFFE8HRWA73,,94,54,46135:26; 46035:10; 46103:3; 46099:2; 46009:2,48,5,0,1,0,88.89,9.26,0.0,national
2025,SD,549300MM52W3C4U18L74,,61,50,46099:28; 46083:15; 46079:3; 46067:1; 46029:1,50,0,0,0,0,100.0,0.0,0.0,national
2025,SD,3Y4U8VZURTYWI1W2K376,,92,49,46027:13; 46005:5; 46103:4; 46023:4; 46099:4,48,1,0,0,0,97.96,2.04,0.0,national
2025,SD,549300WYC8C6REMY4E38,,66,49,46099:20; 46109:8; 46051:6; 46029:3; 46083:3,49,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300RK7Q0WLYYRNC19,,91,47,46099:23; 46083:14; 46127:6; 46135:2; 46057:1,47,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300NOCASXPA34X033,,154,46,46103:10; 46093:9; 46099:8; 46067:2; 46083:2,17,9,20,0,0,36.96,19.57,43.48,national
2025,SD,549300XQVJ1XBNFA5536,,214,46,46099:8; 46103:7; 46027:7; 46093:2; 46127:2,46,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300OPCWU6E72WUT29,,90,45,46103:10; 46099:8; 46013:4; 46083:3; 46019:3,15,20,10,0,0,33.33,44.44,22.22,national
2025,SD,5493001GCBD5XGNIC815,,162,44,46099:15; 46065:4; 46035:4; 46093:4; 46083:3,44,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300QLO8TSQW5JTK72,,46,44,46099:19; 46083:7; 46125:3; 46135:3; 46013:3,44,0,0,0,0,100.0,0.0,0.0,national
2025,SD,5493009JZ6NIQL6RQT28,,42,42,46103:20; 46033:8; 46093:6; 46081:5; 46019:2,41,0,1,0,0,97.62,0.0,2.38,national
2025,SD,5493003FRXPF7VWOYZ40,,57,41,46099:19; 46083:10; 46079:6; 46059:5; 46069:1,41,0,0,0,0,100.0,0.0,0.0,national
2025,SD,54930054ET8KM4O1D485,,121,40,46103:9; 46099:9; 46083:6; 46011:3; 46013:2,39,1,0,0,0,97.5,2.5,0.0,national
2025,SD,549300E2UX99HKDBR481,,193,39,46099:6; 46103:5; 46081:4; 46093:3; 46129:3,11,27,1,0,0,28.21,69.23,2.56,national
2025,SD,549300SUCQ1358EGVE89,,135,39,46103:7; 46099:6; 46083:5; 46047:3; 46019:3,0,0,39,0,0,0.0,0.0,100.0,national
2025,SD,549300S0KDM58LZT5C96,,42,38,46099:29; 46083:5; 46013:2; 46125:1; 46027:1,38,0,0,0,0,100.0,0.0,0.0,national
2025,SD,549300BZTITCLMZ3TL46,,47,37,46103:24; 46081:7; 46047:3; 46033:1; 46102:1,37,0,0,0,0,100.0,0.0,0.0,national
2025,SD,7H6GLXDRUGQFU57RNE97,,69,37,46099:10; 46083:7; 46103:3; 46011:3; 46079:2,35,2,0,0,0,94.59,5.41,0.0,national
2025,SD,549300R92KASZD16MT49,,39,36,46099:21; 46083:9; 46067:4; 46087:1; 46043:1,36,0,0,0,0,100.0,0.0,0.0,national
2025,SD,C5654JQHZUHN0772B561,,81,36,46099:6; 46103:5; 46083:3; 46093:2; 46065:2,7,0,29,0,0,19.44,0.0,80.56,national
