lei,florida_originations,total_originations,gleif_name,priority_match,states_with_originations,review_status
549300GT860C7IVCPZ04,235,235,,high,FL:235,needs_manual_review
549300JI0UWY4QIWDV89,233,1179,,high,SC:469;MA:445;FL:233;NC:15;GA:11;NJ:4;PA:2,needs_manual_review
5493008ZTV4S0W9DCX64,229,1231,,high,CA:461;TX:305;FL:229;GA:85;NC:54;TN:39;SC:30;PA:16,needs_manual_review
254900LTD432L5CHIZ48,228,1424,,high,CA:920;FL:228;TX:100;GA:64;NJ:39;PA:22;TN:15;MA:13,needs_manual_review
984500F6E6940CCB6A60,227,2372,,high,NY:532;TX:458;CA:403;NJ:403;FL:227;GA:76;TN:75;PA:70,needs_manual_review
5493008VVXQIDO1EZ460,225,2620,,high,CA:951;TX:471;TN:425;GA:378;FL:225;NC:83;PA:41;SC:21,needs_manual_review
549300NFPC3Y4W3Y7R87,225,2197,,high,TX:623;SC:342;NC:297;CA:292;GA:272;FL:225;TN:73;MA:38,needs_manual_review
54930034MNPILHP25H80,223,3844,,high,TX:2178;SC:653;NJ:337;FL:223;TN:194;NC:193;PA:52;GA:12,needs_manual_review
5493000EUC3MM52PJV85,223,2797,,high,CA:2354;FL:223;TX:92;NJ:46;GA:25;PA:14;TN:14;NC:11,needs_manual_review
5493005PD34O8ZT7QT17,222,2653,,high,PA:757;NJ:321;TX:319;GA:244;NY:241;TN:224;FL:222;NC:182,needs_manual_review
549300RWXUAFD1WAE410,221,8070,,high,NC:6049;SC:955;GA:731;FL:221;TN:63;DC:27;PA:14;TX:8,needs_manual_review
254900N33AYNKI4VCV72,220,221,,high,FL:220;GA:1,needs_manual_review
254900ZHQ3HT9DN8GB42,219,219,,high,FL:219,needs_manual_review
254900V6GCDMRQZ34D96,217,865,,high,CA:302;FL:217;NY:176;NJ:67;TX:30;PA:22;MA:18;TN:11,needs_manual_review
54930072OCHTUJOZQB56,211,1459,,high,TN:641;GA:214;FL:211;NC:94;SC:94;TX:83;PA:83;CA:38,needs_manual_review
254900F9ZTVTX763V835,210,2280,,high,NJ:1831;FL:210;PA:148;NY:29;CA:19;NC:17;SC:14;MA:6,needs_manual_review
549300AT7S7TRS2KSX88,207,213,,high,FL:207;TX:5;DC:1,needs_manual_review
549300TVLFC2SSLVOP06,207,212,,high,FL:207;TX:3;TN:2,needs_manual_review
549300RM1IZYGQDSNL85,206,815,,high,FL:206;TX:167;TN:152;NC:60;NY:56;GA:49;CA:32;SC:26,needs_manual_review
549300J4330IBZ0BBI43,206,266,,high,FL:206;GA:32;SC:9;CA:8;TN:6;NJ:4;MA:1,needs_manual_review
549300ZW96EO7YCGVV43,205,208,,high,FL:205;TN:2;NY:1,needs_manual_review
2WHM8VNJH63UN14OL754,204,2897,,high,PA:1812;NC:245;FL:204;TX:169;SC:129;NJ:106;TN:74;GA:64,needs_manual_review
549300UT4EN6IH579Q63,201,2320,,high,TX:1923;FL:201;GA:82;TN:66;CA:44;NC:4,needs_manual_review
549300VJQJVZKJBDWS17,201,2144,,high,MA:1361;FL:201;NY:185;PA:117;NJ:112;SC:92;NC:33;GA:21,needs_manual_review
5493001JT9MT3Z3Y3M39,201,508,,high,FL:201;TX:95;CA:62;GA:31;NC:28;NY:23;TN:19;MA:16,needs_manual_review
549300LBBI5HSCNM6E20,201,201,,high,FL:201,needs_manual_review
254900WEP08K7U7S3A80,199,1849,,high,TX:709;FL:199;CA:177;NJ:167;TN:167;NC:126;GA:91;SC:74,needs_manual_review
549300249G20MDIDRR27,197,1719,,high,TX:748;SC:336;FL:197;NC:160;TN:135;GA:135;PA:6;CA:2,needs_manual_review
549300JLXD89NGKXMS84,197,375,,high,FL:197;TX:152;SC:12;NC:7;TN:6;GA:1,needs_manual_review
5493001YIUWLFRXQUO81,191,507,,high,FL:191;PA:159;NC:117;CA:20;SC:10;TX:6;NJ:4,needs_manual_review
549300M8WGW2D17CZD19,190,1913,,high,TX:1580;FL:190;GA:69;SC:39;TN:17;NC:8;CA:6;PA:2,needs_manual_review
254900WT4HAMDFWH3048,188,969,,high,TX:190;FL:188;CA:164;NC:118;GA:93;PA:66;NJ:65;TN:47,needs_manual_review
N8T7HW55LK5D2ORCKP39,187,11808,,high,PA:5819;NC:5046;SC:598;FL:187;DC:96;NJ:27;GA:15;NY:12,needs_manual_review
5493001F7QT2YW3K8D98,186,267,,high,FL:186;TX:72;TN:9,needs_manual_review
54930021DZJ9CEN11D61,185,699,,high,FL:185;GA:184;TN:124;NJ:39;MA:33;NC:32;CA:31;TX:26,needs_manual_review
549300LLKEKXL2RM1F61,183,2605,,high,NY:1919;PA:226;FL:183;NJ:142;TX:53;SC:26;NC:21;GA:13,needs_manual_review
549300UG7QXKM7KGV847,183,2467,,high,TX:943;NY:318;GA:245;PA:211;FL:183;NC:170;SC:146;TN:124,needs_manual_review
549300PL8ER6H23P0Z91,180,1587,,high,CA:426;TX:302;FL:180;NC:147;MA:121;PA:120;GA:88;NJ:85,needs_manual_review
54930091CYUK2SDZ6D37,180,724,,high,CA:343;FL:180;TX:106;NJ:20;TN:19;NY:15;NC:14;GA:10,needs_manual_review
254900ACUWEGW702BR80,179,1690,,high,NY:882;NJ:526;FL:179;TX:51;PA:42;CA:5;MA:4;TN:1,needs_manual_review
549300S19BPWGHQOYU13,179,181,,high,FL:179;TN:1;GA:1,needs_manual_review
549300S1TXPDZJPDYW17,178,183,,high,FL:178;TX:4;NC:1,needs_manual_review
549300YW2UBCMDRMBT48,177,2546,,high,NY:644;NC:562;PA:364;TN:272;GA:180;FL:177;SC:160;NJ:91,needs_manual_review
549300KX4S1573HISS22,177,850,,high,CA:417;FL:177;TX:73;GA:33;PA:32;NJ:26;MA:26;NC:24,needs_manual_review
5493007WNCT2YQ8O4H14,174,174,,high,FL:174,needs_manual_review
549300BLL6VL7AXWYP56,167,2198,,high,TN:627;TX:609;CA:189;NC:178;FL:167;GA:121;SC:104;PA:101,needs_manual_review
2549005FUF02T1IFCA22,165,490,,high,FL:165;CA:134;TX:58;NJ:47;PA:18;GA:18;NC:16;SC:14,needs_manual_review
549300PEWJWBNEOSS013,163,411,,high,FL:163;NJ:71;NC:62;TX:30;PA:27;GA:21;SC:21;TN:10,needs_manual_review
549300IRRKG7NTX2YD83,163,165,,high,FL:163;CA:1;GA:1,needs_manual_review
254900OGMHGN3FQRRB74,163,163,,high,FL:163,needs_manual_review
254900XS6ZEOAD9Q6N72,162,162,,high,FL:162,needs_manual_review
549300QIEXWCVRBXUH64,162,162,,high,FL:162,needs_manual_review
549300Q3ROEQU3D1IW91,160,1427,,high,TX:464;CA:453;FL:160;PA:125;NY:122;GA:33;TN:26;SC:26,needs_manual_review
549300RYBJHWWDENV610,158,2841,,high,NC:1682;SC:399;GA:219;PA:168;FL:158;TX:123;TN:74;DC:16,needs_manual_review
5493005ICQ3QGEIWV618,157,1946,,high,NY:956;NJ:297;PA:296;FL:157;TX:101;GA:42;SC:42;TN:21,needs_manual_review
54930078TNN7GKZ7NU89,157,1457,,high,GA:678;NC:215;FL:157;SC:110;TN:86;NY:62;NJ:49;PA:44,needs_manual_review
549300TK6RZQSFXZHV09,157,533,,high,FL:157;PA:110;CA:108;NC:75;TX:32;TN:19;GA:13;SC:12,needs_manual_review
54930046JONFO0FON766,153,166,,high,FL:153;GA:6;TN:3;NC:2;NY:1;TX:1,needs_manual_review
549300XCVBRR56D08F03,152,1143,,high,CA:454;FL:152;NJ:102;GA:94;NC:85;MA:66;PA:59;SC:56,needs_manual_review
549300OPB0G5OMY0SM65,151,3221,,high,CA:2430;TX:253;GA:163;FL:151;NJ:70;PA:44;NC:38;TN:23,needs_manual_review
549300G5DVGM0ZHRQC33,151,888,,high,TX:185;FL:151;NC:141;GA:106;CA:98;SC:68;TN:61;PA:49,needs_manual_review
5493002GI63WHHUTUD85,150,1862,,high,PA:1018;MA:193;NJ:166;NC:153;FL:150;GA:75;TX:38;TN:25,needs_manual_review
549300P55E0GN57DEV03,150,979,,high,CA:569;TX:154;FL:150;GA:95;NC:4;TN:3;DC:2;SC:1,needs_manual_review
549300S8SHBRCI7UU819,150,950,,high,CA:229;FL:150;NC:115;GA:88;TN:75;TX:68;MA:55;NJ:53,needs_manual_review
549300ZWNETGFXTBBY03,149,3363,,high,GA:1431;TX:724;TN:330;NC:313;CA:255;FL:149;SC:129;MA:21,needs_manual_review
549300WHVRE44NRBU558,148,395,,high,FL:148;NC:97;TX:86;CA:30;TN:16;SC:7;PA:5;NJ:3,needs_manual_review
549300QCYEU2QLIWN517,147,1018,,high,TX:765;FL:147;SC:53;NC:37;GA:6;PA:4;CA:4;DC:1,needs_manual_review
5493002TJKC8NLH1ZP82,144,1092,,high,CA:792;FL:144;TX:54;GA:43;TN:22;SC:17;NC:14;PA:5,needs_manual_review
254900VELJPWWT51WN03,142,3506,,high,CA:1623;TX:314;GA:307;MA:300;NC:289;NY:229;FL:142;NJ:123,needs_manual_review
549300REENMLD2RN3W58,142,1690,,high,GA:741;SC:204;TX:153;FL:142;TN:90;CA:83;NY:79;NC:62,needs_manual_review
254900WTZC5SSKIN2M11,142,1391,,high,NC:235;TX:181;GA:169;FL:142;CA:124;SC:111;MA:107;NJ:97,needs_manual_review
549300TMY3OACQC9U777,140,735,,high,CA:407;FL:140;TX:112;NJ:27;GA:19;MA:9;NC:8;PA:7,needs_manual_review
549300KHXD7JSQUZIJ22,138,5053,,high,TX:3092;NC:1185;TN:487;FL:138;GA:83;SC:52;PA:5;CA:5,needs_manual_review
254900QRD0ZXHH08TX87,138,2288,,high,TX:2019;FL:138;SC:102;MA:15;PA:5;GA:4;NC:2;TN:2,needs_manual_review
254900HL2VMAYA3J5494,136,165,,high,FL:136;GA:6;TN:6;CA:5;NC:3;SC:3;PA:2;TX:2,needs_manual_review
549300ZWBZI4IUOSSQ18,135,136,,high,FL:135;TX:1,needs_manual_review
1IE8VN30JCEQV1H4R804,134,2522,,high,CA:1526;NY:538;NJ:144;FL:134;TX:60;MA:25;NC:24;PA:21,needs_manual_review
549300FVD3YHE65PKH97,134,982,,high,TX:274;CA:216;NJ:193;FL:134;GA:117;NC:37;PA:7;SC:3,needs_manual_review
549300ZCR1XCLNEEI724,131,556,,high,CA:191;FL:131;TX:73;NY:59;NJ:31;PA:23;SC:14;TN:12,needs_manual_review
549300SV2V1USGXBSB36,131,137,,high,FL:131;GA:5;NC:1,needs_manual_review
5493002P2P2WON3W9P39,131,133,,high,FL:131;GA:2,needs_manual_review
254900NZOY3XB2DNSZ34,130,1169,,high,CA:437;NJ:170;FL:130;MA:120;NY:99;GA:61;PA:51;NC:48,needs_manual_review
9845005BP6974AE5D838,130,596,,high,CA:201;FL:130;TX:78;GA:43;TN:37;PA:32;SC:25;NC:20,needs_manual_review
549300I0ICF6REKHOC74,129,681,,high,SC:234;PA:137;FL:129;TX:80;NC:48;DC:39;NJ:5;CA:4,needs_manual_review
9845001DAE89414CBB55,129,361,,high,TX:174;FL:129;GA:22;TN:21;SC:15,needs_manual_review
254900J2RKTTDJSUWD76,128,552,,high,TX:250;FL:128;CA:88;GA:38;NJ:18;TN:16;NC:4;SC:4,needs_manual_review
549300HFBEONQN2CK447,127,740,,high,PA:550;FL:127;CA:14;TN:12;NC:10;SC:9;GA:9;NY:7,needs_manual_review
254900IEGKUDRDS23V26,126,1698,,high,CA:1161;TX:181;FL:126;GA:80;PA:29;NC:28;MA:26;NY:23,needs_manual_review
549300CN9XK83EUACJ34,126,126,,high,FL:126,needs_manual_review
549300A68YW07V5R5G22,125,779,,high,CA:536;FL:125;TX:47;GA:26;NC:14;SC:12;TN:9;NJ:6,needs_manual_review
549300Q6YL1SFVPEGV90,122,540,,high,CA:167;FL:122;TX:74;GA:64;NJ:42;MA:25;PA:21;TN:15,needs_manual_review
549300OHLAHJ10DFF198,120,209,,high,FL:120;TX:72;TN:5;CA:4;NC:4;GA:2;PA:2,needs_manual_review
254900VE4XTOQUE8NZ77,118,1208,,high,NY:330;NJ:271;PA:189;FL:118;TX:105;GA:82;NC:46;MA:25,needs_manual_review
549300HVW3AI97UKTO72,118,290,,high,FL:118;GA:64;CA:25;TN:25;NC:24;TX:10;NJ:6;NY:6,needs_manual_review
549300RZCM5T73BZEI76,116,177,,high,FL:116;GA:61,needs_manual_review
549300EYKSNFOZRIBC29,116,119,,high,FL:116;GA:2;NC:1,needs_manual_review
2549005Z23HAAZ6QDM98,115,137,,high,FL:115;TN:8;GA:4;TX:3;MA:2;NY:2;NC:2;NJ:1,needs_manual_review
549300FK3AFCFVAPH234,114,5368,,high,MA:4926;FL:114;CA:58;TX:53;NC:51;NJ:37;NY:35;GA:29,needs_manual_review
549300T5QSL6MC8M4D04,112,1403,,high,NY:927;NJ:182;FL:112;MA:68;PA:22;CA:19;SC:19;TX:18,needs_manual_review
549300HTMO7FGRKRLV06,112,1120,,high,NY:842;FL:112;NJ:84;TX:28;PA:26;GA:10;NC:7;SC:6,needs_manual_review
254900AHLSHUJOTJG402,112,1088,,high,GA:917;FL:112;SC:51;TN:6;NC:2,needs_manual_review
549300ZZME37MXI1EF14,110,1144,,high,TX:571;CA:112;FL:110;TN:96;PA:96;GA:86;MA:36;NC:15,needs_manual_review
549300G4ESSS6M0MEG51,109,2174,,high,CA:1252;TX:299;NC:292;FL:109;DC:65;SC:47;TN:35;MA:35,needs_manual_review
549300IJB00VM6H8PP97,109,267,,high,TX:158;FL:109,needs_manual_review
549300SFG15JDKI5MD22,109,154,,high,FL:109;TN:28;GA:5;TX:5;NC:3;SC:3;PA:1,needs_manual_review
2549004XJQQPBYQSMT39,108,1002,,high,NY:550;NJ:112;FL:108;CA:87;TX:50;MA:29;PA:25;GA:20,needs_manual_review
549300CDOC4F7XSRG390,107,4804,,high,TN:2808;NC:1222;SC:417;GA:200;FL:107;TX:18;CA:13;DC:10,needs_manual_review
5493005JF6BKCN6OY689,107,148,,high,FL:107;SC:19;TX:10;GA:4;NJ:2;NY:2;CA:1;MA:1,needs_manual_review
5493004T9SQFCNRQ2L76,106,660,,high,SC:255;TN:142;FL:106;NC:83;TX:28;CA:15;GA:14;PA:9,needs_manual_review
549300PJ2WT35S77Q208,106,340,,high,FL:106;PA:65;TX:62;SC:31;TN:27;GA:25;NC:24,needs_manual_review
2549005T4NUXGTZTUE50,106,106,,high,FL:106,needs_manual_review
549300J6N77Q8OHYNF23,105,1952,,high,TX:419;CA:416;NC:341;GA:188;MA:176;PA:141;FL:105;SC:68,needs_manual_review
5493008615GHD3IQ8V72,105,673,,high,TX:568;FL:105,needs_manual_review
549300ISCZS1R0CJMO47,104,857,,high,TX:255;NC:107;FL:104;GA:77;TN:70;PA:67;SC:66;CA:39,needs_manual_review
549300BBKMRS6J0CB539,102,2287,,high,TX:2153;FL:102;NC:9;DC:8;CA:5;TN:4;SC:3;PA:2,needs_manual_review
549300ZIXM1VUXPG4D03,102,565,,high,TX:329;FL:102;CA:88;PA:28;NC:8;GA:4;SC:3;NJ:2,needs_manual_review
54930060G4MDPWHISD89,102,220,,high,FL:102;CA:66;GA:25;NC:15;TX:11;TN:1,needs_manual_review
54930025XJJO3T0M1A92,101,1762,,high,GA:1374;FL:101;MA:88;NJ:66;SC:40;PA:38;CA:32;NC:16,needs_manual_review
549300748YYU6VG08N83,100,583,,high,TX:159;NC:128;FL:100;GA:77;SC:52;TN:29;PA:19;CA:19,needs_manual_review
549300QIUZLVR1OLDH55,99,396,,high,CA:132;FL:99;PA:39;GA:35;NC:34;NJ:30;TN:20;SC:6,needs_manual_review
549300N2GMOJ61XHEL06,99,175,,high,FL:99;TX:54;NC:15;DC:6;SC:1,needs_manual_review
549300RD5IG88VPO6P22,98,1456,,high,TX:379;NY:250;CA:187;NJ:151;PA:100;FL:98;NC:82;MA:80,needs_manual_review
549300G2LV8W3C1G3762,98,1442,,high,PA:723;NC:439;SC:103;FL:98;MA:75;DC:2;TX:1;GA:1,needs_manual_review
549300LZUXCJFE5ONM48,98,741,,high,CA:317;TX:110;FL:98;SC:53;GA:53;TN:45;PA:42;NJ:16,needs_manual_review
98450087981AP406JG03,97,1831,,high,CA:1294;FL:97;TX:94;NY:70;GA:70;TN:57;NC:49;NJ:47,needs_manual_review
549300LI3FDGO7UKFF39,97,1335,,high,NY:808;NJ:146;SC:102;FL:97;PA:93;GA:24;TX:21;NC:19,needs_manual_review
2549007G9V4FYWWWDZ31,96,691,,high,NJ:334;PA:199;FL:96;GA:26;TX:21;NC:12;SC:3,needs_manual_review
5493001SDQVS1NWYH012,96,368,,high,FL:96;CA:90;NC:83;TN:34;TX:33;SC:25;GA:7,needs_manual_review
549300PFJ7GCGDLB2E65,95,1291,,high,GA:836;TX:302;FL:95;SC:23;TN:13;NC:9;PA:6;DC:5,needs_manual_review
549300DCGBXW5FJMV921,94,2652,,high,CA:2145;TX:163;GA:124;FL:94;NJ:49;NC:33;TN:31;SC:7,needs_manual_review
549300JPGMCMBEJEK584,94,2650,,high,MA:1769;GA:184;NJ:153;CA:148;FL:94;TX:89;PA:51;NC:49,needs_manual_review
254900ZX1UPIG2E7TH11,93,857,,high,SC:288;GA:193;TX:186;FL:93;PA:38;MA:26;TN:24;CA:6,needs_manual_review
254900DSZI6CJXJL6Z14,93,566,,high,TX:168;FL:93;GA:66;NC:60;PA:46;NY:32;TN:29;CA:22,needs_manual_review
549300CK7U1WMTIG6687,92,607,,high,CA:466;FL:92;TX:29;NJ:5;GA:4;NC:4;PA:3;TN:2,needs_manual_review
54930080168VA6Z8UX21,91,934,,high,NJ:223;PA:190;NC:101;FL:91;SC:87;DC:67;GA:60;CA:49,needs_manual_review
5493005R34FLBMCPWB41,91,777,,high,PA:305;SC:187;NC:141;FL:91;NJ:47;TN:3;DC:2;GA:1,needs_manual_review
5493000IIYWBLONJVJ30,91,703,,high,CA:173;TX:112;FL:91;NC:78;GA:50;PA:46;SC:42;NJ:40,needs_manual_review
549300UF3FPC7U6RFC59,91,489,,high,NC:269;FL:91;TX:35;CA:25;GA:23;TN:13;SC:12;NJ:10,needs_manual_review
549300OSZK2W0WJYS771,91,285,,high,FL:91;NC:62;SC:32;GA:21;PA:20;DC:14;TN:14;CA:9,needs_manual_review
5493006XEQ3W7XTQXN65,91,91,,high,FL:91,needs_manual_review
HUX2X73FUCYHUVH1BK78,90,3373,,high,NY:2485;PA:597;FL:90;MA:58;CA:34;NC:23;SC:23;TX:20,needs_manual_review
25490018IFQOT83Q7H49,90,685,,high,PA:174;SC:161;CA:98;FL:90;TX:56;NC:34;GA:27;NJ:15,needs_manual_review
549300PVS7DLMY766R09,90,90,,high,FL:90,needs_manual_review
549300GQDT484LGI9C04,89,414,,high,CA:130;FL:89;TX:80;NJ:52;NC:40;PA:9;NY:6;SC:4,needs_manual_review
549300C5YLTTVIWX4J11,89,89,,high,FL:89,needs_manual_review
549300H12E7AUMUHP294,88,923,,high,NJ:374;PA:297;FL:88;NC:59;NY:25;TX:21;TN:18;SC:16,needs_manual_review
549300RYWXR8TL5LIK35,87,1564,,high,PA:518;NJ:483;CA:116;NY:109;FL:87;NC:66;MA:66;GA:33,needs_manual_review
254900RM3T6WAVE6SA24,84,1226,,high,TX:892;NC:100;FL:84;GA:54;CA:36;NJ:23;PA:17;TN:9,needs_manual_review
254900114YHTRFBALC74,84,888,,high,CA:628;FL:84;NJ:44;TX:33;NC:31;GA:27;NY:14;SC:9,needs_manual_review
549300BWXVTVB5RRZN58,84,84,,high,FL:84,needs_manual_review
2549004FXPNKCLIN8250,83,2372,,high,TX:1261;CA:797;MA:91;FL:83;TN:67;NC:30;GA:26;SC:12,needs_manual_review
KD3XUN7C6T14HNAYLU02,83,642,,high,CA:220;NY:91;FL:83;TX:82;MA:49;NJ:25;GA:21;NC:20,needs_manual_review
9845006YE04B346EC919,83,362,,high,FL:83;CA:62;NC:55;GA:53;TN:43;SC:28;PA:22;NJ:13,needs_manual_review
549300RMUJVUQYCW8836,83,83,,high,FL:83,needs_manual_review
5493003NV9L53LK1XI52,82,2005,,high,CA:1753;FL:82;TX:73;NJ:27;GA:21;NC:14;TN:13;PA:11,needs_manual_review
549300KWKWPEKL40WD44,82,859,,high,NJ:442;PA:144;FL:82;TX:42;NC:40;GA:40;NY:27;SC:21,needs_manual_review
5493001141Z7CINOSB62,82,186,,high,FL:82;TX:29;NJ:22;GA:16;CA:14;NC:14;TN:9,needs_manual_review
5493008P6YO2KM3EO556,81,859,,high,NY:372;CA:172;FL:81;MA:55;TX:51;PA:34;TN:29;NC:22,needs_manual_review
549300JZD4L02YZI3Z50,80,1187,,high,NJ:840;NY:180;FL:80;PA:38;GA:28;NC:9;SC:5;TX:4,needs_manual_review
549300Q10M1VXBG2H889,79,997,,high,GA:457;NC:175;TN:124;FL:79;PA:59;SC:46;MA:30;NJ:26,needs_manual_review
549300INKSPQCTELMO58,79,277,,high,TX:149;FL:79;CA:23;NC:11;GA:7;TN:5;SC:3,needs_manual_review
549300GY4NTTEM7WWB64,79,243,,high,FL:79;GA:41;NC:35;TX:28;PA:21;TN:20;SC:10;NY:4,needs_manual_review
5493001LOTO6OW0LKT63,78,93,,high,FL:78;GA:15,needs_manual_review
89450050X5UV1V72BV64,78,78,,high,FL:78,needs_manual_review
549300AG10BX85DF5S49,77,1983,,high,CA:805;NJ:554;TX:155;MA:150;PA:83;FL:77;NC:54;NY:37,needs_manual_review
254900O28OG3UMHXQY81,77,413,,high,TX:92;FL:77;CA:66;NC:56;PA:34;SC:28;NJ:19;GA:18,needs_manual_review
254900DON8SDKGYIL122,77,82,,high,FL:77;TX:5,needs_manual_review
5493000V86JDJLM0OV13,76,325,,high,TX:116;FL:76;GA:55;SC:30;TN:29;NC:19,needs_manual_review
549300HV02VPA0FYR272,76,170,,high,TX:84;FL:76;NC:5;TN:3;SC:2,needs_manual_review
254900VUE5T1INQKZ414,76,76,,high,FL:76,needs_manual_review
549300OBO7DOF2KOP535,75,4963,,high,TN:4089;GA:598;TX:159;FL:75;NC:15;SC:14;PA:6;CA:4,needs_manual_review
549300E0WPRCJMXMUM09,75,195,,high,NY:104;FL:75;NJ:11;TX:2;PA:2;GA:1,needs_manual_review
254900NZV7NVKXQW9A64,75,103,,high,FL:75;GA:10;SC:10;NC:4;TN:3;TX:1,needs_manual_review
254900XN7UWEWK13RO81,74,5187,,high,NY:5094;FL:74;SC:6;TX:5;PA:4;NJ:2;MA:2,needs_manual_review
549300Y4BSP3BSFW7J29,74,3066,,high,GA:2867;FL:74;SC:28;TX:27;NC:22;TN:20;CA:19;NY:6,needs_manual_review
5493004T38NMC864VL66,74,293,,high,TX:112;FL:74;TN:44;NC:26;GA:23;SC:9;NY:2;PA:2,needs_manual_review
254900O723MCLR701H50,73,207,,high,TX:103;FL:73;SC:14;CA:12;TN:3;NC:2,needs_manual_review
549300T3F9S1MKFKHC53,72,4972,,high,NY:4005;PA:479;MA:154;NC:95;FL:72;TN:42;SC:40;TX:29,needs_manual_review
549300VGMMXKSX821O69,72,474,,high,NY:339;FL:72;NJ:24;PA:12;SC:7;NC:7;TX:6;CA:2,needs_manual_review
549300K3VE61PXPZDV51,72,84,,high,FL:72;NJ:11;TN:1,needs_manual_review
549300YX5RPSSMR88K92,71,1058,,high,CA:834;FL:71;TX:50;NC:18;GA:15;PA:14;MA:14;NY:13,needs_manual_review
5493005G8JO0PPI0HN36,71,71,,high,FL:71,needs_manual_review
549300SK3VKN3E1SZ562,70,1341,,high,GA:1252;FL:70;NC:8;SC:6;TN:4;TX:1,needs_manual_review
549300BF788YRGP1OB53,70,72,,high,FL:70;PA:1;GA:1,needs_manual_review
54930059GZZ7G4G40O53,69,2535,,high,TN:1004;NC:922;TX:376;SC:117;FL:69;GA:21;MA:11;CA:9,needs_manual_review
549300B4IYL7TZT8FA34,69,1771,,high,CA:637;GA:512;TX:184;TN:130;SC:110;NC:100;FL:69;MA:26,needs_manual_review
254900BBWJ82FQDQ6823,69,920,,high,NJ:262;TN:132;TX:94;PA:71;SC:70;FL:69;NY:68;MA:61,needs_manual_review
984500F03B9034CQB904,69,377,,high,TX:79;FL:69;NC:60;CA:45;GA:38;PA:35;TN:29;MA:13,needs_manual_review
70WY0ID1N53Q4254VH70,68,1715,,high,CA:975;TX:663;FL:68;NC:4;GA:4;TN:1,needs_manual_review
5493006BN3B3B1H3B988,68,68,,high,FL:68,needs_manual_review
549300M9RHNQ4107R694,68,68,,high,FL:68,needs_manual_review
549300L1DBFIJZI8LA40,67,1251,,high,GA:632;SC:365;TN:124;FL:67;NC:62;TX:1,needs_manual_review
549300Q02LGIN9AXKP98,66,1236,,high,CA:824;TX:97;FL:66;GA:63;NC:48;NJ:42;NY:33;MA:24,needs_manual_review
549300WH9FMXOC63ZV77,66,375,,high,CA:169;NY:98;FL:66;NJ:27;TX:8;PA:3;SC:3;DC:1,needs_manual_review
5493008PQSMR41Y70C36,66,191,,high,MA:104;FL:66;PA:9;NC:5;GA:4;CA:1;TX:1;TN:1,needs_manual_review
549300U37SC1LBUJFV92,66,66,,high,FL:66,needs_manual_review
549300YMIOLU51FSTO86,64,1028,,high,PA:346;NJ:322;NY:108;TX:98;FL:64;GA:45;NC:19;TN:15,needs_manual_review
549300XED7IBK9VVQH70,64,859,,high,TX:273;PA:136;NY:114;CA:75;NC:70;SC:69;FL:64;NJ:45,needs_manual_review
254900SUZ313OILKVD67,64,161,,high,FL:64;SC:58;MA:9;CA:8;NC:6;NJ:6;PA:4;GA:4,needs_manual_review
549300D6BCLQFX6G1K95,64,74,,high,FL:64;NC:4;TX:2;GA:2;TN:1;SC:1,needs_manual_review
549300PC4MFWQBNVKG88,63,1824,,high,TX:1080;CA:169;PA:165;NC:139;TN:130;FL:63;SC:37;GA:23,needs_manual_review
549300NFA0VY9215VV25,63,131,,high,FL:63;TX:48;GA:10;NC:9;TN:1,needs_manual_review
54930039UO39UJGI7078,62,2030,,high,NC:1749;SC:88;FL:62;PA:60;DC:36;GA:14;TX:14;TN:7,needs_manual_review
9845007CY0EC0F59W414,62,704,,high,CA:391;TX:104;GA:81;FL:62;PA:36;NJ:14;SC:6;TN:4,needs_manual_review
549300U5SDGYPSPXZU37,62,62,,high,FL:62,needs_manual_review
549300GZY55UGMUMI322,61,761,,high,TN:662;FL:61;GA:31;SC:5;NC:2,needs_manual_review
5493007CLWQN2S6IZK91,61,464,,high,TX:115;NC:67;FL:61;GA:55;CA:48;TN:25;SC:22;NJ:22,needs_manual_review
984500CD6F0743B8F530,61,424,,high,GA:124;PA:74;FL:61;TN:49;NC:48;NY:24;TX:16;NJ:11,needs_manual_review
549300YPBBHUEKV1YC68,61,377,,high,TX:159;SC:64;FL:61;CA:32;GA:30;NJ:14;NC:11;PA:3,needs_manual_review
549300UVOSI4XZZGUE14,61,318,,high,NC:67;FL:61;GA:52;CA:43;SC:43;TN:27;NJ:25,needs_manual_review
5493009KQ3D6Q5VM0B61,61,76,,high,FL:61;GA:10;NC:5,needs_manual_review
5493005XMJQ1GSXUGT67,60,475,,high,NC:166;TX:111;TN:98;FL:60;GA:25;SC:15,needs_manual_review
254900T2AM7E5EQDN105,60,61,,high,FL:60;TX:1,needs_manual_review
549300COIWXM618UBE82,59,1647,,high,NC:880;CA:506;TN:123;FL:59;SC:56;GA:19;PA:4,needs_manual_review
549300AT7EB9FJAF0E61,59,1174,,high,TN:999;FL:59;TX:33;SC:18;PA:16;CA:16;NC:13;GA:12,needs_manual_review
549300GPO6DWUZR4UY30,59,1108,,high,NC:347;DC:280;MA:155;SC:127;PA:119;FL:59;TN:9;NJ:7,needs_manual_review
549300916KMYQ118CX89,59,858,,high,SC:680;NC:106;FL:59;GA:11;TX:2,needs_manual_review
4EP6JBYBTPTQ47LZOB67,59,345,,high,CA:66;FL:59;MA:51;NY:40;GA:27;NC:22;TX:20;SC:18,needs_manual_review
