lei,florida_originations,total_originations,gleif_name,priority_match,states_with_originations,review_status
5493009RSCJ6Y7LUWJ31,6,242,,high,PA:192;CA:11;NJ:9;TX:8;NC:7;FL:6;GA:4;TN:3,needs_manual_review
549300GTJL0LGX444G33,6,205,,high,MA:199;FL:6,needs_manual_review
549300SWKVL60SKWK981,5,6402,,high,PA:6367;NJ:18;SC:5;NC:5;FL:5;GA:1;NY:1,needs_manual_review
5493000GQ5D5YW5QID32,5,1420,,high,PA:1400;NJ:14;FL:5;SC:1,needs_manual_review
5493007669OVCSCATP45,5,1367,,high,TN:1012;GA:346;FL:5;SC:2;NC:1;TX:1,needs_manual_review
5493001UYBOONMFYPR30,5,1188,,high,TN:1171;TX:6;FL:5;NC:4;SC:1;GA:1,needs_manual_review
549300D1PL8LHKCBST97,5,1051,,high,PA:1040;FL:5;DC:4;NC:1;SC:1,needs_manual_review
549300RIR04Y64SF4306,5,766,,high,PA:759;FL:5;DC:1;NC:1,needs_manual_review
54930089Y8VTOF8RPD25,5,679,,high,NJ:538;PA:132;FL:5;NC:2;SC:2,needs_manual_review
894500CFQPXSLHK0OK52,5,669,,high,SC:606;NC:49;FL:5;GA:5;TN:2;TX:2,needs_manual_review
54930098QK48NVYBZC62,5,379,,high,CA:363;TX:9;FL:5;TN:1;SC:1,needs_manual_review
549300R0L43GUZ8EW811,5,377,,high,TN:364;FL:5;GA:5;NC:2;PA:1,needs_manual_review
5493000XC2Y1SLXRQP11,5,336,,high,CA:324;TN:5;FL:5;TX:1;SC:1,needs_manual_review
5493005WWQ2221ORBN75,5,321,,high,GA:309;FL:5;TN:4;SC:3,needs_manual_review
549300SQRR7T3EUSDD87,5,221,,high,TX:171;GA:28;TN:7;FL:5;SC:3;NC:3;CA:3;PA:1,needs_manual_review
549300OQMU3ID8QA6M46,4,4412,,high,TX:3382;NC:598;SC:428;FL:4,needs_manual_review
549300D003QRZFSQ4N43,4,2227,,high,TX:2220;FL:4;GA:2;TN:1,needs_manual_review
5493004F7BXDIUFVPV87,4,1576,,high,CA:1531;TX:20;NC:11;FL:4;NJ:2;GA:2;PA:2;TN:2,needs_manual_review
549300STHIK6SGJQIY70,4,951,,high,GA:943;FL:4;SC:2;TX:2,needs_manual_review
549300WC12JROIUVWY16,4,942,,high,SC:913;NC:18;GA:6;FL:4;TN:1,needs_manual_review
5493006P5IHSK77SZ855,4,924,,high,TX:668;TN:193;SC:31;GA:21;PA:6;FL:4;NC:1,needs_manual_review
549300Q61S3IBOJITT02,4,805,,high,MA:801;FL:4,needs_manual_review
549300S61HFNW2YFEK61,4,691,,high,GA:686;FL:4;SC:1,needs_manual_review
549300III1DMY3SLAW56,4,635,,high,SC:444;TN:173;NC:8;GA:5;FL:4;TX:1,needs_manual_review
5493000CHQ0HEHGLJ573,4,570,,high,GA:544;SC:17;FL:4;NC:3;TN:2,needs_manual_review
549300OTLWFQPOOSC346,4,513,,high,MA:496;NY:5;NJ:5;FL:4;PA:3,needs_manual_review
549300KRHOMDHAKS8L29,4,469,,high,NC:292;SC:153;NJ:12;GA:6;FL:4;PA:2,needs_manual_review
549300N6U5XCH70TOK35,4,458,,high,NJ:424;NY:15;PA:8;NC:5;FL:4;TN:1;MA:1,needs_manual_review
5493000OIGWIS24A1547,4,439,,high,CA:382;TX:53;FL:4,needs_manual_review
6UHRKD73G36IZYN3FC43,4,316,,high,PA:231;NY:63;NJ:11;CA:4;FL:4;SC:2;NC:1,needs_manual_review
549300WU17K1CLH8VI32,4,274,,high,NY:251;PA:18;FL:4;MA:1,needs_manual_review
549300UK3Z5PC7V71K69,4,245,,high,MA:238;FL:4;SC:2;NC:1,needs_manual_review
5493004VB8XJ1L0EOO76,4,211,,high,TN:203;FL:4;SC:2;DC:1;GA:1,needs_manual_review
5493001AGQGPJ3N3YL33,3,2315,,high,SC:1849;NC:460;FL:3;GA:1;TN:1;DC:1,needs_manual_review
549300TE5E6DWAI74K71,3,1644,,high,GA:1636;FL:3;TN:3;SC:2,needs_manual_review
254900FJRICL380R4T46,3,1512,,high,TN:1505;FL:3;TX:2;GA:1;SC:1,needs_manual_review
549300DPRWSBUY619V27,3,1342,,high,TN:773;TX:559;GA:4;FL:3;NC:1;SC:1;PA:1,needs_manual_review
254900LKAJBFGO0IIP75,3,1326,,high,TX:1171;NC:99;MA:45;GA:8;FL:3,needs_manual_review
5493005CFFMKTUKLO381,3,1195,,high,PA:1188;NJ:3;FL:3;SC:1,needs_manual_review
549300PJX0ZHPQ614C72,3,1019,,high,PA:915;NJ:84;NY:16;FL:3;DC:1,needs_manual_review
54930060KLIQD8MMSB55,3,888,,high,PA:880;FL:3;NJ:2;NY:1;DC:1;SC:1,needs_manual_review
2549006MTEQ1VE0AAQ20,3,845,,high,GA:763;SC:74;NC:4;FL:3;NJ:1,needs_manual_review
5493005DJAOTPGS83Z81,3,644,,high,MA:640;FL:3;SC:1,needs_manual_review
254900PQLW7K91KOVU18,3,472,,high,PA:431;NJ:37;FL:3;NY:1,needs_manual_review
549300FHWDJMELT59Z22,3,450,,high,TX:273;CA:174;FL:3,needs_manual_review
254900C2QXQ435D8TY78,3,416,,high,GA:344;SC:68;FL:3;TX:1,needs_manual_review
549300GMP8EYQD4U6Z40,3,384,,high,PA:350;NJ:30;FL:3;NY:1,needs_manual_review
549300D3LYUX1NJVC329,3,369,,high,CA:356;TN:5;FL:3;TX:3;NJ:1;PA:1,needs_manual_review
549300DT7CCDCC7O6Z60,3,341,,high,CA:314;TX:10;TN:5;SC:5;FL:3;NJ:1;MA:1;GA:1,needs_manual_review
549300KST6N97GYH0O45,3,328,,high,TX:322;FL:3;PA:1;CA:1;TN:1,needs_manual_review
549300S70UD2GFALPM46,3,303,,high,NJ:275;PA:16;NY:8;FL:3;SC:1,needs_manual_review
54930089UXPZ6O3RHG71,3,278,,high,PA:275;FL:3,needs_manual_review
549300W20M87S246SZ26,3,262,,high,PA:234;NJ:15;NC:4;SC:3;FL:3;TX:1;GA:1;TN:1,needs_manual_review
549300V6LKROCIL7OI49,3,255,,high,TN:168;NC:77;SC:5;FL:3;TX:1;GA:1,needs_manual_review
549300IRXW9RSZM2B951,3,253,,high,TN:173;MA:29;NY:22;TX:10;CA:7;NC:4;FL:3;DC:2,needs_manual_review
984500B659A36CF0D469,3,246,,high,NJ:208;NY:31;PA:3;FL:3;TX:1,needs_manual_review
549300KPHGEE40YQXO21,3,244,,high,CA:148;TX:52;NJ:11;TN:10;NY:7;GA:5;FL:3;PA:3,needs_manual_review
549300E0S1LZYZ9QNX81,3,242,,high,TN:218;GA:19;FL:3;NJ:1;NC:1,needs_manual_review
549300EA0U825E61X330,3,200,,high,GA:195;FL:3;NC:1;SC:1,needs_manual_review
5493009BOQDC6PCFR785,2,2489,,high,NY:1922;PA:480;MA:85;FL:2,needs_manual_review
5493008N1D96CHCTQC27,2,2270,,high,TX:2268;FL:2,needs_manual_review
254900PVWALA7JTBXA31,2,1346,,high,TN:1338;GA:4;FL:2;SC:2,needs_manual_review
549300Y817BTHHMVNH95,2,1112,,high,TX:1108;FL:2;GA:1;TN:1,needs_manual_review
549300VHBALPLHRR4080,2,1106,,high,TX:1103;FL:2;NC:1,needs_manual_review
549300LG8MECYD8F2A55,2,1019,,high,TX:1015;FL:2;PA:1;TN:1,needs_manual_review
254900SK7KTN4QNPHP32,2,886,,high,PA:781;NY:94;NJ:9;FL:2,needs_manual_review
549300KV83NH6PNL5E48,2,747,,high,MA:744;FL:2;SC:1,needs_manual_review
549300GZN0GWYE1KDB94,2,699,,high,PA:617;NJ:68;NY:11;FL:2;GA:1,needs_manual_review
549300VACYYK343SKH92,2,648,,high,NJ:643;SC:2;FL:2;NY:1,needs_manual_review
549300RZFHIGIM84KN09,2,619,,high,TN:606;GA:10;FL:2;SC:1,needs_manual_review
549300TR6MWKSIOP3B72,2,605,,high,MA:528;NY:73;FL:2;NJ:1;GA:1,needs_manual_review
549300W4TWSN8U8TGD72,2,605,,high,TN:603;FL:2,needs_manual_review
54930095LY1EDFTWAG29,2,593,,high,TN:418;GA:172;FL:2;NC:1,needs_manual_review
5493003B20KZ3DEZGB43,2,574,,high,NY:297;CA:239;NJ:34;FL:2;NC:1;GA:1,needs_manual_review
549300RUFHC5ZQDL8J10,2,556,,high,TN:551;GA:3;FL:2,needs_manual_review
254900DGJQT6H4M24F92,2,543,,high,TN:541;FL:2,needs_manual_review
549300RP3DLR09NF6157,2,517,,high,TN:501;SC:5;GA:5;FL:2;TX:2;NC:1;PA:1,needs_manual_review
549300YRN588YD6VNJ18,2,515,,high,TN:513;FL:2,needs_manual_review
5493001GAASLCSP1PB64,2,486,,high,NY:315;CA:125;DC:34;NJ:7;MA:3;FL:2,needs_manual_review
549300QPD4M26VIOFU53,2,468,,high,NY:260;CA:120;NJ:82;TX:3;FL:2;MA:1,needs_manual_review
549300Z7EP1HO5CH1C36,2,456,,high,SC:431;NC:17;GA:4;FL:2;TN:1;TX:1,needs_manual_review
549300M4GZM7GG3EIV16,2,448,,high,SC:424;NC:22;FL:2,needs_manual_review
549300P3JUY6QMZ8DY86,2,377,,high,TN:375;FL:2,needs_manual_review
549300CTISSNREVLNO46,2,365,,high,TN:315;NC:47;FL:2;SC:1,needs_manual_review
549300FZ8E0GLIFFYB55,2,364,,high,TN:361;FL:2;GA:1,needs_manual_review
2549007JQKHU8KQ0FC19,2,348,,high,TN:311;TX:30;GA:5;FL:2,needs_manual_review
549300MPZDD9EFQ1E963,2,332,,high,CA:300;TX:22;NC:4;TN:2;MA:2;FL:2,needs_manual_review
549300HVFLWKU7133506,2,329,,high,CA:301;TX:19;GA:3;PA:2;FL:2;NC:1;TN:1,needs_manual_review
5493009HFRW3TN5NRR78,2,325,,high,PA:323;FL:2,needs_manual_review
254900FMBXF85WQYV433,2,263,,high,NY:223;NJ:12;CA:11;DC:5;MA:4;PA:2;NC:2;FL:2,needs_manual_review
549300DX0B304LAKUN93,2,233,,high,PA:228;TN:3;FL:2,needs_manual_review
5493006TJ2N1MYD0XD45,2,217,,high,TX:214;FL:2;TN:1,needs_manual_review
549300SI3EZ7U02L5E39,2,211,,high,NJ:135;NC:58;PA:6;GA:3;CA:2;TN:2;SC:2;FL:2,needs_manual_review
549300GMXZWXNOS1US34,2,206,,high,NJ:195;PA:4;FL:2;GA:2;NY:2;SC:1,needs_manual_review
5493005RDTT7HVODH436,1,4498,,high,NY:3851;PA:591;MA:54;FL:1;NJ:1,needs_manual_review
8WH0EE09O9V05QJZ3V89,1,3181,,high,CA:1647;TX:1522;NY:7;PA:2;FL:1;GA:1;SC:1,needs_manual_review
549300C232ZWY1I57C16,1,2086,,high,CA:2079;TX:3;GA:1;TN:1;FL:1;NC:1,needs_manual_review
5493009F6BJDCZMZ7Y26,1,1796,,high,TX:1746;TN:45;SC:4;FL:1,needs_manual_review
549300AUL77A8UKADB04,1,1562,,high,GA:1561;FL:1,needs_manual_review
549300U2B1ZNGX3H8U54,1,1247,,high,TX:1242;GA:2;MA:1;FL:1;NC:1,needs_manual_review
549300B0HNWBV7RX2661,1,1194,,high,CA:1191;GA:2;FL:1,needs_manual_review
254900Q6IHGQO7INVC79,1,1166,,high,NY:1164;NC:1;FL:1,needs_manual_review
549300K6L4VXCXWN4205,1,1116,,high,TN:1114;FL:1;GA:1,needs_manual_review
549300Q9TCZDLU48CG18,1,984,,high,PA:943;NJ:40;FL:1,needs_manual_review
5493004NO7XCFVG4KD53,1,966,,high,TN:965;FL:1,needs_manual_review
549300T560RY8NY4EY89,1,942,,high,PA:941;FL:1,needs_manual_review
5493008TO7JB5Q4IKZ94,1,893,,high,NY:884;MA:7;FL:1;NC:1,needs_manual_review
549300WMQ4WI6QXK7803,1,847,,high,NC:752;SC:72;CA:14;GA:4;TN:2;PA:1;FL:1;TX:1,needs_manual_review
549300PBL633P0UGLP11,1,816,,high,PA:813;NJ:2;FL:1,needs_manual_review
549300L3C3LKXG2XBS96,1,786,,high,PA:739;NJ:46;FL:1,needs_manual_review
549300DQW5P73YGBL063,1,753,,high,PA:750;NJ:2;FL:1,needs_manual_review
549300LO3MP4RAI32X70,1,608,,high,TX:603;NC:2;FL:1;SC:1;MA:1,needs_manual_review
549300I3LFY4G7F9CE90,1,605,,high,SC:580;NC:13;GA:10;NJ:1;FL:1,needs_manual_review
549300QFJDBOCX7WKY08,1,596,,high,TX:595;FL:1,needs_manual_review
5493000NZZZU3GFIYL71,1,553,,high,MA:552;FL:1,needs_manual_review
254900C44LTMSEGQ5K05,1,537,,high,NY:532;NJ:2;NC:1;MA:1;FL:1,needs_manual_review
5493001HBUA9JSUEWO16,1,526,,high,SC:467;GA:40;NC:17;TN:1;FL:1,needs_manual_review
549300A4SPX2JOQ71791,1,524,,high,PA:493;NJ:26;SC:2;NC:2;FL:1,needs_manual_review
549300S5NLOTO329NX77,1,493,,high,NY:409;NJ:56;MA:22;PA:5;FL:1,needs_manual_review
549300RN1POVRDD21477,1,491,,high,TN:490;FL:1,needs_manual_review
549300R4XILOL7HDRE77,1,453,,high,PA:452;FL:1,needs_manual_review
549300M16XETIG2Z5N24,1,413,,high,TX:409;TN:2;GA:1;FL:1,needs_manual_review
5493001E3OD1D4Y8KX63,1,380,,high,PA:356;NJ:20;NY:1;SC:1;FL:1;NC:1,needs_manual_review
254900VXX8ZL7L9EX282,1,374,,high,PA:357;NJ:16;FL:1,needs_manual_review
5493004LN4GS7BNXIO13,1,362,,high,MA:361;FL:1,needs_manual_review
254900GKRYTQSJG61D90,1,357,,high,TX:355;GA:1;FL:1,needs_manual_review
549300QWWDI5EBFCNL02,1,356,,high,GA:351;TN:4;FL:1,needs_manual_review
254900ZPTT694OV6U433,1,333,,high,TX:332;FL:1,needs_manual_review
549300TFEH2N4OKL5136,1,325,,high,PA:295;NY:28;NC:1;FL:1,needs_manual_review
549300K2JM6ID3V5LO24,1,306,,high,TN:305;FL:1,needs_manual_review
549300LI67PLCC1Z3P80,1,297,,high,MA:296;FL:1,needs_manual_review
549300TETFK3GXOHZ594,1,295,,high,TX:294;FL:1,needs_manual_review
54930004SDYVHYN4M716,1,294,,high,SC:271;NC:20;TN:1;GA:1;FL:1,needs_manual_review
549300YYJWBT2GH5DS80,1,294,,high,NJ:286;PA:7;FL:1,needs_manual_review
5493009QYNVEZ9VDJU57,1,288,,high,CA:285;TX:2;FL:1,needs_manual_review
549300J5W91RLNLMTL86,1,287,,high,MA:280;NY:6;FL:1,needs_manual_review
5493003PL2K1NXVSU388,1,286,,high,PA:283;FL:1;TX:1;GA:1,needs_manual_review
549300PG87MHQ7H4CO08,1,282,,high,TX:278;CA:2;SC:1;FL:1,needs_manual_review
549300Y5YUNNHUW2EQ06,1,280,,high,TX:279;FL:1,needs_manual_review
549300LWR6X0ZAV34H19,1,272,,high,TN:269;GA:2;FL:1,needs_manual_review
549300KWXO8FUM7L0E14,1,271,,high,MA:269;FL:1;PA:1,needs_manual_review
5Z1UQ1CWY0DQ3KJWDQ07,1,267,,high,CA:265;FL:1;NY:1,needs_manual_review
549300QJOGSPJ8EAX798,1,263,,high,TX:262;FL:1,needs_manual_review
5493003I223S7AP6XL58,1,252,,high,SC:238;NC:13;FL:1,needs_manual_review
54930024QEEW6YDTWZ98,1,248,,high,SC:229;NC:15;GA:3;FL:1,needs_manual_review
5493001EXVWX6Q13MY44,1,245,,high,TN:242;NC:1;FL:1;TX:1,needs_manual_review
549300J8Y8IPQFMMIT88,1,233,,high,MA:231;NC:1;FL:1,needs_manual_review
549300IRQPG1Q6VZ8Y58,1,232,,high,TX:231;FL:1,needs_manual_review
549300WHACUOETOKO184,1,231,,high,GA:221;SC:4;NC:4;TN:1;FL:1,needs_manual_review
254900YJQZQTI7TUKN67,1,224,,high,TX:223;FL:1,needs_manual_review
549300J0CKZA0PR2DX58,1,208,,high,PA:197;NJ:5;DC:3;SC:2;FL:1,needs_manual_review
549300YNUT7D0FWKU636,1,206,,high,PA:200;SC:2;TX:1;NC:1;TN:1;FL:1,needs_manual_review
5493008XX3NZ5S384W16,1,205,,high,TN:204;FL:1,needs_manual_review
5493001SBOA8GKVW1N27,1,203,,high,TX:202;FL:1,needs_manual_review
549300RMEQJVNY2YH756,1,200,,high,PA:179;NJ:20;FL:1,needs_manual_review
