lei,institution_name_hmda,nmls_id,our_lender_slug,legal_name,match_confidence,match_method,new_mexico_originations,florida_originations,total_originations,priority_match,notes
549300XQVJ1XBNFA5536,21ST MORTGAGE CORPORATION,2280,21st-mortgage,21st Mortgage Corporation,medium,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,783,2098,783,high,reuse_prior_state_curated_lei map for NM activity (783 NM originations); slug=21st-mortgage.
FU7RSW4CQQY98A2O7J66,"BOKF, National Association",403501,bok-financial,"BOKF, National Association",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,772,0,772,high,nm_wv_curated map for NM activity (772 NM originations); slug=bok-financial.
RVDPPPGHCGZ40J4VQ731,"PENNYMAC LOAN SERVICES, LLC",35953,pennymac,"PennyMac Loan Services, LLC",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,593,0,593,high,nm_wv_curated map for NM activity (593 NM originations); slug=pennymac.
7H6GLXDRUGQFU57RNE97,"JPMorgan Chase Bank, National Association",399798,jpmorgan-chase-bank,"JPMorgan Chase Bank, National Association",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,543,0,543,high,nm_wv_curated map for NM activity (543 NM originations); slug=jpmorgan-chase-bank.
2549008NZFLT1BQ8EN23,Kirtland Federal Credit Union,,kirtland-federal-credit-union,Kirtland Federal Credit Union,high,nm_wv_curated+nm_wv_gleif+lei_identity,504,0,504,high,nm_wv_curated map for NM activity (504 NM originations); slug=kirtland-federal-credit-union.
5493003GQDUH26DNNH17,Navy Federal Credit Union,399807,navy-federal-jacksonville,Navy Federal Credit Union,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,500,0,500,high,nm_wv_curated map for NM activity (500 NM originations); slug=navy-federal-jacksonville.
549300LYRWPSYPK6S325,FREEDOM MORTGAGE CORPORATION,2767,freedom-mortgage,Freedom Mortgage Corporation,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,491,0,491,medium,nm_wv_curated map for NM activity (491 NM originations); slug=freedom-mortgage.
549300VZVN841I2ILS84,"CROSSCOUNTRY MORTGAGE, LLC",3029,crosscountry-mortgage-metrowest,"CrossCountry Mortgage, LLC",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,478,0,478,medium,nm_wv_curated map for NM activity (478 NM originations); slug=crosscountry-mortgage-metrowest.
549300LBCBNR1OT00651,NATIONSTAR MORTGAGE LLC,2104,mr-cooper,Nationstar Mortgage LLC,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,451,0,451,medium,nm_wv_curated map for NM activity (451 NM originations); slug=mr-cooper.
5493001SXWZ4OFP8Z903,"DHI MORTGAGE COMPANY, LTD.",14622,dhi-mortgage-buckeye,"DHI Mortgage Company, Ltd.",high,nm_wv_curated+nm_wv_gleif_reidentify+directory_slug,432,0,432,medium,nm_wv_curated map for NM activity (432 NM originations); slug=dhi-mortgage-buckeye.
549300L3IHIP0RH6IY76,SANDIA AREA,,sandia-area-federal-credit-union,Sandia Area Federal Credit Union,high,nm_wv_curated+nm_wv_gleif+lei_identity,425,0,425,medium,nm_wv_curated map for NM activity (425 NM originations); slug=sandia-area-federal-credit-union.
549300121SF0K2LN2804,"PRIMELENDING, A PLAINSCAPITAL COMPANY",1921,primelending-columbus,PrimeLending — Columbus Team,high,reuse_prior_state_curated_lei+gleif_name_to_directory,416,931,416,medium,reuse_prior_state_curated_lei map for NM activity (416 NM originations); slug=primelending-columbus.
549300WYBPIWKK6SQC06,Bell Bank,,bell-bank,Bell Bank,high,nm_wv_curated+nm_wv_gleif_reidentify+directory_slug,397,0,397,medium,nm_wv_curated map for NM activity (397 NM originations); slug=bell-bank.
549300H6J0XZXQGKDW16,U.S. EAGLE,463291,us-eagle-federal-credit-union,U.S. Eagle Federal Credit Union,high,nm_wv_curated+nm_wv_gleif+public_nmls,367,0,367,medium,nm_wv_curated map for NM activity (367 NM originations); slug=us-eagle-federal-credit-union.
B4TYDEB6GKMZO031MB27,"Guaranteed Rate, Inc.",2611,guaranteed-rate,"Guaranteed Rate, Inc.",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,356,7938,356,medium,reuse_prior_state_curated_lei map for NM activity (356 NM originations); slug=guaranteed-rate.
549300L5PE7ZGYRW5Q15,Citizens Bank of Las Cruces,,citizens-bank-of-las-cruces,Citizens Bank of Las Cruces,high,nm_wv_curated+nm_wv_gleif+lei_identity,338,0,338,medium,nm_wv_curated map for NM activity (338 NM originations); slug=citizens-bank-of-las-cruces.
549300E2UX99HKDBR481,"NEW AMERICAN FUNDING, LLC",6606,new-american-funding,"New American Funding, LLC",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,323,0,323,medium,nm_wv_curated map for NM activity (323 NM originations); slug=new-american-funding.
5493004WMLN60ZJ2ON46,"Paramount Residential Mortgage Group, Inc.",75243,prmg,Paramount Residential Mortgage Group (PRMG),high,reuse_prior_state_curated_lei+curated_lei+directory_name,321,4200,321,medium,reuse_prior_state_curated_lei map for NM activity (321 NM originations); slug=prmg.
549300MZ8VZJOVC63092,"KIND LENDING, LLC",3925,kind-lending,"Kind Lending, LLC",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,300,0,300,medium,reuse_prior_state_curated_lei map for NM activity (300 NM originations); slug=kind-lending.
549300FNXYY540N23N64,Newrez LLC,2289,newrez,Newrez LLC,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,292,0,292,medium,nm_wv_curated map for NM activity (292 NM originations); slug=newrez.
6BYL5QZYBDK8S7L73M02,U.S. Bank National Association,402216,us-bank,U.S. Bank National Association,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,286,0,286,medium,nm_wv_curated map for NM activity (286 NM originations); slug=us-bank.
549300PC4MFWQBNVKG88,"V.I.P. MORTGAGE, INC.",145502,vip-mortgage,"V.I.P. Mortgage, Inc.",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,272,0,272,medium,nm_wv_curated map for NM activity (272 NM originations); slug=vip-mortgage.
KB1H1DSPRFMYMCUFXT09,"Wells Fargo Bank, National Association",399801,wells-fargo-bank,"Wells Fargo Bank, National Association",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,252,0,252,medium,nm_wv_curated map for NM activity (252 NM originations); slug=wells-fargo-bank.
54930034MNPILHP25H80,Gateway First Bank,7233,gateway-mortgage-myrtle-beach,Gateway First Bank,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,216,0,216,medium,nm_wv_curated map for NM activity (216 NM originations); slug=gateway-mortgage-myrtle-beach.
549300U3721PJGQZYY68,"GUARANTEED RATE, INC.",2611,guaranteed-rate,"Guaranteed Rate, Inc.",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,208,0,208,medium,nm_wv_curated map for NM activity (208 NM originations); slug=guaranteed-rate.
549300DD4R4SYK5RAQ92,"MOVEMENT MORTGAGE, LLC",39179,movement-mortgage-myrtle-beach,"Movement Mortgage, LLC",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,206,0,206,medium,nm_wv_curated map for NM activity (206 NM originations); slug=movement-mortgage-myrtle-beach.
549300YIQ7S7Z8PIHE53,AMERISAVE MORTGAGE CORPORATION,1168,amerisave,AmeriSave Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,206,1667,206,medium,reuse_prior_state_curated_lei map for NM activity (206 NM originations); slug=amerisave.
549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORPORATION,1850,american-pacific-mortgage-inland-empire,American Pacific Mortgage (Inland Empire),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,204,1750,204,medium,reuse_prior_state_curated_lei map for NM activity (204 NM originations); slug=american-pacific-mortgage-inland-empire.
5493000YNV8IX4VD3X12,"VANDERBILT MORTGAGE AND FINANCE, INC.",1561,silverton-mortgage-myrtle-beach,"Vanderbilt Mortgage and Finance, Inc. (dba Silverton Mortgage)",high,reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls+silverton_dba,197,0,197,medium,reuse_prior_state_curated_lei map for NM activity (197 NM originations); slug=silverton-mortgage-myrtle-beach.
C5654JQHZUHN0772B561,USAA Federal Savings Bank,399809,usaa-federal-savings-bank,USAA Federal Savings Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,192,825,192,medium,reuse_prior_state_curated_lei map for NM activity (192 NM originations); slug=usaa-federal-savings-bank.
549300PIL8LFAQ04XC20,Better Mortgage Corporation,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,188,2675,188,medium,reuse_prior_state_curated_lei map for NM activity (188 NM originations); slug=better-mortgage.
549300NOCASXPA34X033,"LAKEVIEW LOAN SERVICING, LLC",4095,lakeview-loan-servicing,"Lakeview Loan Servicing, LLC",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,180,1488,180,medium,reuse_prior_state_curated_lei map for NM activity (180 NM originations); slug=lakeview-loan-servicing.
54930060G4MDPWHISD89,EVERGREEN MONEYSOURCE MORTGAGE COMPANY,,evergreen-moneysource-mortgage,Evergreen MoneySource Mortgage Company,high,reuse_prior_state_curated_lei+or_wa_curated+or_wa_gleif+lei_identity,180,0,180,medium,reuse_prior_state_curated_lei map for NM activity (180 NM originations); slug=evergreen-moneysource-mortgage.
549300OPCWU6E72WUT29,"MUTUAL OF OMAHA MORTGAGE, INC.",1025894,mutual-of-omaha-mortgage,"Mutual of Omaha Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,179,0,179,medium,reuse_prior_state_curated_lei map for NM activity (179 NM originations); slug=mutual-of-omaha-mortgage.
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.",2113,plaza-home-mortgage,"Plaza Home Mortgage, Inc.",high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,166,0,166,medium,reuse_prior_state_curated_lei map for NM activity (166 NM originations); slug=plaza-home-mortgage.
3Y4U8VZURTYWI1W2K376,BMO Bank National Association,401052,bmo-bank,BMO Bank National Association,high,reuse_prior_state_curated_lei+il_oh_curated+il_oh_deepen_gleif+public_nmls,162,0,162,medium,reuse_prior_state_curated_lei map for NM activity (162 NM originations); slug=bmo-bank.
AD6GFRVSDT01YPT1CS68,"PNC Bank, National Association",446038,pnc-bank,"PNC Bank, National Association",high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,143,0,143,medium,nm_wv_curated map for NM activity (143 NM originations); slug=pnc-bank.
254900ZFWS2106HWPH46,"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.",75243,prmg,Paramount Residential Mortgage Group (PRMG),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,143,3741,143,medium,reuse_prior_state_curated_lei map for NM activity (143 NM originations); slug=prmg.
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.,1904,union-home-mortgage-reeves-team,Union Home Mortgage Corp.,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+company_nmls+ga_directory,129,0,129,medium,reuse_prior_state_curated_lei map for NM activity (129 NM originations); slug=union-home-mortgage-reeves-team.
5493001WHVQBGRSWEU75,"HOMEBRIDGE FINANCIAL SERVICES, INC.",6521,homebridge-financial,"Homebridge Financial Services, Inc.",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,120,2433,120,medium,reuse_prior_state_curated_lei map for NM activity (120 NM originations); slug=homebridge-financial.
549300HIVO8XPBPNVG69,NOVA FINANCIAL & INVESTMENT CORPORATION,3089,nova-home-loans-west-valley,Nova Home Loans (Nova Financial & Investment Corporation),high,reuse_prior_state_curated_lei+az_curated+az_deepen_gleif+public_nmls,114,0,114,medium,reuse_prior_state_curated_lei map for NM activity (114 NM originations); slug=nova-home-loans-west-valley.
254900DTLHVWQ7NP7R34,"CMG Mortgage, Inc.",2458338,cmg-home-loans-dennis-vo,CMG Home Loans (Dennis Vo Team),high,reuse_prior_state_curated_lei+curated_lei+directory_name,110,4627,110,medium,reuse_prior_state_curated_lei map for NM activity (110 NM originations); slug=cmg-home-loans-dennis-vo.
549300R9S3MVDV4MGF56,"CARRINGTON MORTGAGE SERVICES, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_alt_lei+company_nmls,102,0,102,medium,reuse_prior_state_curated_lei map for NM activity (102 NM originations); slug=carrington-mortgage.
5493001HHBUTXHS7TZ96,HOMEAMERICAN MORTGAGE CORPORATION,130676,homeamerican-mortgage,HomeAmerican Mortgage Corporation,high,reuse_prior_state_curated_lei+co_curated+co_curated_gleif+public_nmls,101,0,101,medium,reuse_prior_state_curated_lei map for NM activity (101 NM originations); slug=homeamerican-mortgage.
549300SUCQ1358EGVE89,"NEW DAY FINANCIAL, LLC",1043,new-day-financial,"New Day Financial, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+sc_curated+sc_curated_gleif+public_nmls,94,0,94,medium,reuse_prior_state_curated_lei map for NM activity (94 NM originations); slug=new-day-financial.
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,92,1004,92,medium,reuse_prior_state_curated_lei map for NM activity (92 NM originations); slug=better-mortgage.
549300MGPZBLQDIL7538,"PrimeLending, a PlainsCapital Company",1921,primelending-columbus,PrimeLending — Columbus Team,high,reuse_prior_state_curated_lei+curated_lei+directory_name,83,3153,83,medium,reuse_prior_state_curated_lei map for NM activity (83 NM originations); slug=primelending-columbus.
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC",17022,planet-home-lending,"Planet Home Lending, LLC",high,reuse_prior_state_curated_lei+ga_curated_gleif+public_nmls,71,0,71,medium,reuse_prior_state_curated_lei map for NM activity (71 NM originations); slug=planet-home-lending.
54930054ET8KM4O1D485,"SOFI BANK, NATIONAL ASSOCIATION",1121636,sofi-bank,"SoFi Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,70,1042,70,medium,reuse_prior_state_curated_lei map for NM activity (70 NM originations); slug=sofi-bank.
5493008NWHQT1R22C024,"AMERICAN FINANCIAL NETWORK, INC.",237341,american-financial-network,"American Financial Network, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,64,0,64,medium,reuse_prior_state_curated_lei map for NM activity (64 NM originations); slug=american-financial-network.
549300S7EJRY2DY1UR88,SUN AMERICAN MORTGAGE COMPANY,127772,sun-american-mortgage-queen-creek,Sun American Mortgage Company,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+az_curated+az_deepen_gleif+public_nmls,61,0,61,medium,reuse_prior_state_curated_lei map for NM activity (61 NM originations); slug=sun-american-mortgage-queen-creek.
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION,401822,penfed-dc-mid-city,Pentagon Federal Credit Union,high,reuse_prior_state_curated_lei+gleif_name_to_directory,56,972,56,medium,reuse_prior_state_curated_lei map for NM activity (56 NM originations); slug=penfed-dc-mid-city.
5493005PKOSG7MYX0B34,"Prosperity Home Mortgage, LLC",75164,prosperity-home-mortgage,"Prosperity Home Mortgage, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+nj_curated+nj_curated_gleif+public_nmls,49,0,49,medium,reuse_prior_state_curated_lei map for NM activity (49 NM originations); slug=prosperity-home-mortgage.
549300XWUSRVVOHPRY47,Academy Mortgage Corporation,3113,academy-mortgage,Academy Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,49,2938,49,medium,reuse_prior_state_curated_lei map for NM activity (49 NM originations); slug=academy-mortgage.
5493007I0X1GRWIU8B34,AMERICA FIRST Federal Credit Union,412819,america-first-federal-credit-union,America First Federal Credit Union,high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_gleif+public_nmls,48,0,48,medium,reuse_prior_state_curated_lei map for NM activity (48 NM originations); slug=america-first-federal-credit-union.
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC",1027871,zillow-home-loans,"Zillow Home Loans, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,45,0,45,medium,reuse_prior_state_curated_lei map for NM activity (45 NM originations); slug=zillow-home-loans.
549300ALNLUNS3Y53T24,AMERICAN FINANCING CORPORATION,182334,american-financing,American Financing Corporation,high,reuse_prior_state_curated_lei+co_curated+co_curated_gleif+public_nmls,41,0,41,medium,reuse_prior_state_curated_lei map for NM activity (41 NM originations); slug=american-financing.
254900HA4DQWAE0W3342,"AMERIHOME MORTGAGE COMPANY, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+ga_curated_alt_lei+company_nmls,40,0,40,medium,reuse_prior_state_curated_lei map for NM activity (40 NM originations); slug=amerihome-mortgage.
549300748YYU6VG08N83,"Loan Simple, Inc.",3032,loan-simple,"Loan Simple, Inc.",high,reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+public_nmls,36,0,36,medium,reuse_prior_state_curated_lei map for NM activity (36 NM originations); slug=loan-simple.
L9VVX1KT5TFTKS0MLF66,First-Citizens Bank & Trust Company,503941,first-citizens-bank,First-Citizens Bank & Trust Company,high,reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls,34,0,34,medium,reuse_prior_state_curated_lei map for NM activity (34 NM originations); slug=first-citizens-bank.
549300R0DP2GXAIMGB41,Bank of Colorado,,bank-of-colorado,Bank of Colorado,high,reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+lei_identity,34,0,34,medium,reuse_prior_state_curated_lei map for NM activity (34 NM originations); slug=bank-of-colorado.
549300VQUTI5IU7GXT57,SECURITYNATIONAL MORTGAGE COMPANY,3116,securitynational-mortgage,SecurityNational Mortgage Company,high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_gleif+public_nmls,31,0,31,medium,reuse_prior_state_curated_lei map for NM activity (31 NM originations); slug=securitynational-mortgage.
C398JSK21YCXWM603F55,"Barrington Bank & Trust Company, National Association",449042,wintrust-mortgage,Wintrust Mortgage (division of Barrington Bank & Trust),high,reuse_prior_state_curated_lei+il_oh_curated+il_oh_deepen_gleif+public_nmls,30,0,30,medium,reuse_prior_state_curated_lei map for NM activity (30 NM originations); slug=wintrust-mortgage.
SS1TRMSN6BRNMOREEV51,"Flagstar Bank, National Association",399797,flagstar-bank,"Flagstar Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,29,737,29,medium,reuse_prior_state_curated_lei map for NM activity (29 NM originations); slug=flagstar-bank.
549300RN01LBYR8ZVX74,"LOWER, LLC",1124061,lower,"Lower, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls,27,0,27,medium,reuse_prior_state_curated_lei map for NM activity (27 NM originations); slug=lower.
8WH0EE09O9V05QJZ3V89,"Zions Bancorporation, N.A.",467014,zions-bank,"Zions Bancorporation, N.A.",high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_reuse_directory+public_nmls,23,0,23,medium,reuse_prior_state_curated_lei map for NM activity (23 NM originations); slug=zions-bank.
549300SK2GVCQXPD4S58,"SUN WEST MORTGAGE COMPANY, INC.",3277,sun-west-mortgage,"Sun West Mortgage Company, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,22,0,22,medium,reuse_prior_state_curated_lei map for NM activity (22 NM originations); slug=sun-west-mortgage.
337KMNHEWWWR6B7Q7W10,MidFirst Bank,619047,midfirst-bank,MidFirst Bank,high,reuse_prior_state_curated_lei+ar_ms_ok_curated+ar_ms_ok_gleif+public_nmls,18,0,18,medium,reuse_prior_state_curated_lei map for NM activity (18 NM originations); slug=midfirst-bank.
54930001NSTOD85LT125,"GUARANTEED RATE AFFINITY, LLC",1598647,guaranteed-rate-affinity,"Guaranteed Rate Affinity, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_curated_lei+sc_curated+sc_curated_gleif+public_nmls,17,0,17,medium,reuse_prior_state_curated_lei map for NM activity (17 NM originations); slug=guaranteed-rate-affinity.
WWB2V0FCW3A0EE3ZJN75,Manufacturers and Traders Trust Company,381076,mt-bank,Manufacturers and Traders Trust Company (M&T Bank),high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_curated_lei+nj_curated+nj_curated_gleif+public_nmls,17,0,17,medium,reuse_prior_state_curated_lei map for NM activity (17 NM originations); slug=mt-bank.
JJKC32MCHWDI71265Z06,Truist Bank,405457,truist-bank,Truist Bank,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,16,0,16,medium,nm_wv_curated map for NM activity (16 NM originations); slug=truist-bank.
549300ZZME37MXI1EF14,"DAS ACQUISITION COMPANY, LLC",,das-acquisition-company,"DAS Acquisition Company, LLC",high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,16,0,16,medium,reuse_prior_state_curated_lei map for NM activity (16 NM originations); slug=das-acquisition-company.
2WHM8VNJH63UN14OL754,The Huntington National Bank,402436,huntington-national-bank,The Huntington National Bank,high,nm_wv_curated+nm_wv_gleif_reidentify+public_nmls,16,0,16,medium,nm_wv_curated map for NM activity (16 NM originations); slug=huntington-national-bank.
5493006S869XKIESMV41,Mountain America Federal Credit Union,462815,mountain-america-federal-credit-union,Mountain America Federal Credit Union,high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_gleif+public_nmls,15,0,15,medium,reuse_prior_state_curated_lei map for NM activity (15 NM originations); slug=mountain-america-federal-credit-union.
549300S5FVOSK5DQJN30,INTERCAP LENDING INC.,190465,intercap-lending,Intercap Lending Inc.,high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_gleif+public_nmls,13,0,13,medium,reuse_prior_state_curated_lei map for NM activity (13 NM originations); slug=intercap-lending.
549300ABEFRFKC9S8368,"CREDIT UNION OF COLORADO, A FEDERAL CREDIT UNION",,credit-union-of-colorado,"Credit Union of Colorado, a Federal Credit Union",high,reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+lei_identity,12,0,12,medium,reuse_prior_state_curated_lei map for NM activity (12 NM originations); slug=credit-union-of-colorado.
549300W1HU6IVVIEJ389,"RANLIFE, INC.",3151,ranlife,"RanLife, Inc.",high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_gleif+public_nmls,12,0,12,medium,reuse_prior_state_curated_lei map for NM activity (12 NM originations); slug=ranlife.
5493001GDRY0EL7VG372,"ARK-LA-TEX FINANCIAL SERVICES, LLC.",2143,benchmark-mortgage,"Ark-La-Tex Financial Services, LLC dba Benchmark Mortgage",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+public_nmls,11,0,11,medium,reuse_prior_state_curated_lei map for NM activity (11 NM originations); slug=benchmark-mortgage.
549300AT7EB9FJAF0E61,Old National Bank,459308,old-national-bank,Old National Bank,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+il_oh_curated+il_oh_curated_gleif+public_nmls,11,0,11,medium,reuse_prior_state_curated_lei map for NM activity (11 NM originations); slug=old-national-bank.
549300LXKO1O7CSK5J52,"FLAT BRANCH MORTGAGE, INC.",,flat-branch-mortgage,"Flat Branch Mortgage, Inc.",high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,11,0,11,medium,reuse_prior_state_curated_lei map for NM activity (11 NM originations); slug=flat-branch-mortgage.
549300O6Z0I6KYMESL47,AMWEST FUNDING CORP.,167441,amwest-funding,AmWest Funding Corp.,high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,10,0,10,medium,reuse_prior_state_curated_lei map for NM activity (10 NM originations); slug=amwest-funding.
DRMSV1Q0EKMEXLAU1P80,"Citizens Bank, National Association",433960,citizens-bank,"Citizens Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,9,2297,9,medium,reuse_prior_state_curated_lei map for NM activity (9 NM originations); slug=citizens-bank.
