lei,institution_name_hmda,nmls_id,our_lender_slug,legal_name,match_confidence,match_method,vermont_originations,florida_originations,total_originations,priority_match,notes
549300FGXN1K3HLB1R50,"Rocket Mortgage, LLC",3030,rocket-mortgage,"Rocket Mortgage, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,786,31530,786,high,reuse_prior_state_curated_lei map for VT activity (786 VT originations); slug=rocket-mortgage.
549300EMNDEK4BA8WB53,EMM LOANS LLC,2926,emm-loans,EMM Loans LLC,high,reuse_prior_state_curated_lei+pa_curated+gleif+emm_loans_nmls,644,0,644,high,reuse_prior_state_curated_lei map for VT activity (644 VT originations); slug=emm-loans.
DRMSV1Q0EKMEXLAU1P80,"Citizens Bank, National Association",433960,citizens-bank,"Citizens Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,397,2297,397,high,reuse_prior_state_curated_lei map for VT activity (397 VT originations); slug=citizens-bank.
WWB2V0FCW3A0EE3ZJN75,Manufacturers and Traders Trust Company,381076,mt-bank,Manufacturers and Traders Trust Company (M&T Bank),high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_curated_lei+nj_curated+nj_curated_gleif+public_nmls,352,0,352,high,reuse_prior_state_curated_lei map for VT activity (352 VT originations); slug=mt-bank.
549300GKFNPRWNS0GF29,"AmeriHome Mortgage Company, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,318,4388,318,high,reuse_prior_state_curated_lei map for VT activity (318 VT originations); slug=amerihome-mortgage.
03D0JEWFDFUS0SEEKG89,"TD Bank, National Association",481428,td-bank,"TD Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,207,2722,207,high,reuse_prior_state_curated_lei map for VT activity (207 VT originations); slug=td-bank.
549300DD5QQUHO6PCH70,"Movement Mortgage, LLC",39179,movement-mortgage-myrtle-beach,Movement Mortgage — Myrtle Beach,high,reuse_prior_state_curated_lei+curated_lei+directory_name,167,5506,167,medium,reuse_prior_state_curated_lei map for VT activity (167 VT originations); slug=movement-mortgage-myrtle-beach.
549300HW662MN1WU8550,"United Wholesale Mortgage, LLC",3038,united-wholesale-mortgage,"United Wholesale Mortgage, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,166,49897,166,medium,reuse_prior_state_curated_lei map for VT activity (166 VT originations); slug=united-wholesale-mortgage.
549300AQ3T62GXDU7D76,Ally Bank,181005,ally-bank,Ally Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,154,2790,154,medium,reuse_prior_state_curated_lei map for VT activity (154 VT originations); slug=ally-bank.
549300MGPZBLQDIL7538,"PrimeLending, a PlainsCapital Company",1921,primelending-columbus,PrimeLending — Columbus Team,high,reuse_prior_state_curated_lei+curated_lei+directory_name,119,3153,119,medium,reuse_prior_state_curated_lei map for VT activity (119 VT originations); slug=primelending-columbus.
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,117,1004,117,medium,reuse_prior_state_curated_lei map for VT activity (117 VT originations); slug=better-mortgage.
549300LYRWPSYPK6S325,Guild Mortgage Company LLC,3274,guild-mortgage-metrowest,Guild Mortgage (West Valley Branches),high,reuse_prior_state_curated_lei+curated_lei+directory_name,99,5374,99,medium,reuse_prior_state_curated_lei map for VT activity (99 VT originations); slug=guild-mortgage-metrowest.
